""	"Samp100"	"Samp101"	"Samp102"	"Samp103"	"Samp104"	"Samp105"	"Samp106"	"Samp107"	"Samp108"	"Samp109"	"Samp110"	"Samp111"	"Samp112"	"Samp113"	"Samp114"	"Samp115"	"Samp116"	"Samp117"	"Samp118"	"Samp119"	"Samp120"	"Samp121"	"Samp122"	"Samp123"	"Samp124"	"Samp125"	"Samp126"	"Samp127"	"Samp128"	"Samp129"	"Samp130"	"Samp131"	"Samp132"	"Samp133"	"Samp134"	"Samp135"	"Samp136"	"Samp137"	"Samp138"	"Samp139"	"Samp140"	"Samp141"	"Samp142"	"Samp143"	"Samp144"	"Samp145"	"Samp146"	"Samp168"	"Samp41"	"Samp42"	"Samp43"	"Samp44"	"Samp45"	"Samp46"	"Samp47"	"Samp48"	"Samp49"	"Samp50"	"Samp51"	"Samp52"	"Samp53"	"Samp54"	"Samp55"	"Samp56"	"Samp57"	"Samp58"	"Samp59"	"Samp60"	"Samp61"	"Samp62"	"Samp63"	"Samp64"	"Samp65"	"Samp66"	"Samp67"	"Samp68"	"Samp69"	"Samp70"	"Samp71"	"Samp72"	"Samp73"	"Samp74"	"Samp75"	"Samp76"	"Samp77"	"Samp78"	"Samp79"	"Samp80"	"Samp81"	"Samp82"	"Samp83"	"Samp84"	"Samp85"	"Samp86"	"Samp87"	"Samp99"
"ASV0274"	0.000591565959604496	0	0.000420946287253746	0.000252887128045183	0	0.5	0.111545655500765	0.0821697554370822	0.150510204081633	0.406975754997873	0.325871065477192	0.0900908479138627	0.555275537634409	0.0125168010752688	0.0357623695725345	0.129779349839987	0.285329517717364	0.0365699873896595	0.506473852362536	0.00748339359286975	0.0708270170119589	0.0978637169636072	0.305434051144011	0.0211693548387097	0.576060478790424	0.10047967684928	0.0453169665377501	0.177478991596639	0.185004623014205	0.374411962365591	0.00773889636608345	0.00370121130551817	0.145222287587192	0.102805308247942	0.020358374695045	0.0524234264557388	0.0822263326046746	0.00471182162389567	0.0677254012267877	0.0468027896815394	0.0146267652992603	0.149739364385404	0.0633029073698445	0.0644375367554398	0.0934296756847589	0.0610513940208263	0.0496090137055411	0.0472030908785486	0.0910769747334844	0.10327731092437	0.042342266655465	0.0299184805445836	0.0332745147466599	0.066408876933423	0.0368345807753763	0.0589273705447209	0.0120147874306839	0.0372175081912123	0.029144968923232	0.054925673973293	0.0317593681734162	0.0802219979818365	0.187226890756303	0.0849508444668515	0.158624747814391	0.120003359086329	0.105364788850642	0.134794658604182	0.0793984204335406	0.12201881088344	0.283220011751868	0.305070517125588	0.193364132717346	0.151431209602955	0.150105174589819	0.172766957689725	0.12878532974428	0.129200268817204	0.0985951038950114	0.110933825999328	0.11870110204425	0.129324823647968	0.153762084909626	0.541680672268908	0.139183055975794	0.0900991763321567	0.0810107454667562	0.156210632401109	0.240426603963722	0.211785444472425	0.0773109243697479	0.0204887060206566	0.00386230058774139	0.0041974479516454	0.038054435483871	0
"ASV0293"	0	0	0	0	0	0	0.00204046930794083	8.46238470000846e-05	0.00527210884353741	0.000680561463207146	0.0006732873253661	0	0	0	0.00698418041063615	0	0.000757511993939904	0.00655737704918033	0	0	0.00437931615293919	0	0.0014300134589502	8.4005376344086e-05	0.00134397312053759	8.41538332071026e-05	0.00227005212712292	0.000588235294117647	0.0015129864671766	0.000168010752688172	0.00344885598923284	0.000420592193808883	0.00168081351374065	0.000923903913992945	0.027677294523429	0.0074890609222484	0.00168152009416513	0.000925536390408077	0.00252079657171666	0.000504159314343333	0.0223604572965703	0.0067260803766605	0.00397227856659905	0.00142821137528354	0.000504116955133591	0.000335908632851864	0.000168166148154377	0	0.000503651473180559	0.000756302521008403	0	0	0.000252079657171666	0	0.000588680514674964	0	0	0.000672099470721667	0	0	0	0	0.00109243697478992	0	0	0	0	0	0	0	0.000419709560983799	0	0.000251994960100798	0.00025182573659028	0.000588977702986958	0.00083948959032908	0	0	0	0	0.000252376545806343	0	0	0	0.000672381912926542	0	0	0.00041992105484169	8.39771582129661e-05	0.000335767648787039	0.000840336134453782	0	8.39630562552477e-05	0.000503693754197448	0	0
"ASV0328"	0	0	0	0	0	0	0	0	0	0.000510421097405359	8.41609156707625e-05	0.000757065948855989	0	0	0	0	0	0	0	0	0	0	8.41184387617766e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252228014124769	0	0	0	0	0	0.000338066260987153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260591795561533	0.000923748740342627	0.00109142809167996	0.000839842109683379	0.00117627289531171	0.00125965737319449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011755814929885	0	0	0	0
"ASV0335"	0	0	0	0	0	0	0.0022105084169359	0.00135398155200135	0.00170068027210884	0.0012760527435134	0.000252482747012287	0	0	0	0.000336587007741501	0	0	0	0	8.40830740771883e-05	0.00101061141990905	0	0	0.000168010752688172	0.000419991600167997	0.000168307666414205	0.00193374810828989	0.000588235294117647	0.000336219214928133	0.000168010752688172	0	0.0010935397039031	0.000420203378435163	0.000251973794725349	0.000168251030537562	0.000589027263547627	0.000588532032957794	0.00016827934371056	0.000336106209562222	0.000336106209562222	0.000168123739071957	0.00067260803766605	0.000253549695740365	0.000252037301520625	0.000252058477566796	0	0	0	0	0	0	0	0.000336106209562222	0	0	0	0	0	0	0	0	0	0	0	0.000924680564895763	0	0	0.000167968421936676	0.000840194925222652	0	0	0	0	0	0	0	0.000757065948855989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000755540631296172	0	0
"ASV0350"	0.00152116961041156	0.0016864828400371	0.00109446034685974	0.00177020989631628	0.00109871534820825	0	0.00569631015133481	0	0.0111394557823129	0.0138664398128456	0.00412388486786736	0.162264468371467	0	0	0	0.00176856998484083	0.0184327918525377	0.100882723833544	0.000420380023541281	0.000672664592617506	0.00101061141990905	0.00126657097019336	0.0282637954239569	0.0122647849462366	0.00235195296094078	0.0033661533282841	0.00781906843786783	0.00235294117647059	0.0111792888963604	0.00470430107526882	0.178667563930013	0.00277590847913863	0.0221026977056896	0.00268772047707038	0.000168251030537562	0.00546953887579939	0.0192534050781907	0.0382835506941523	0.00798252247710276	0.00722628350558777	0.00260591795561533	0.0113502606356146	0.0345672751859364	0.0369654708896917	0.0597378591833305	0.0578602620087336	0.0458252753720676	0.0374601041491685	0.0627885503231764	0.0564705882352941	0.0121818029068302	0.015547525002101	0.0102512393916478	0.0137020847343645	0.0167353460600454	0.0166442501681237	0.0121828264157284	0.0409140552801815	0.017554174365866	0.0212480053749895	0.0214249705931776	0.0211066263033972	0.0314285714285714	0.0306696916225527	0.000840618695359785	0.0047027208599261	0.00386197632440601	0.00629881582262535	0.00739371534195933	0.00260329190460195	0.00721900444892135	0.0020987239758227	0.00461990760184796	0.00562410811718291	0.00782498948254102	0.00461719274680994	0.000757065948855989	0.00562836021505376	0.00294439303440734	0.00411488075243534	0.00378564818709515	0.00319113201209271	0.0176544766708701	0.0201680672268908	0.00210119347789544	0.021684316691881	0.00377770315648086	0.0148652053413958	0.0472791400738999	0.002098547804919	0.152352941176471	0.0127634562095894	0.00864819479429051	0.00335795836131632	0.0220934139784946	0.00136031287196055
"ASV0387"	0.000422547114003211	0	8.41892574507493e-05	0	8.45165652467884e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136031287196055
"ASV0427"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335993280134397	0	0.00016827934371056	0	0.000925302826379542	0.00134408602150538	0.00269201648860099	0	0.000588878606881467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0428"	0	0	0	0	0	0	0.000255058663492603	0.00719302699500719	0.0130102040816327	0.00799659719268396	0.00387140212085507	0	0.00168010752688172	0	0.00471221810838102	0.000842176183257538	0.00084167999326656	0	0.00100891205649908	0	0.00715849755768907	0.00067550451743646	0.000672947510094213	0.0140288978494624	0.00520789584208316	0.00260876882942018	0.00487640827307886	0.00957983193277311	0.0073127679246869	0.00268817204301075	0.00100942126514132	0.00336473755047106	0.000924447432557358	0.00184780782798589	0.000252376545806343	0.0138842140693369	0.00159744408945687	0.00193521245267143	0.00126039828585833	0.00193261070498277	0	0.00445602824953758	0.00177484787018256	0	0	0	0	0.00100789517890139	0	0	0	0	0	0	0	0	0	0	0.00142785150344364	0	0	0	0	0	0.00193342299932751	0.00109170305676856	0.000923516077575351	0	0.00159637035792304	0.00142761168962042	0	0	0	0	0	0	0	0	0	0	0	0	0.000504413619167718	0	0	0.0128593040847201	0	0	0.00251931474638898	0.00260219927809956	0	0.00419850533210177	0	0	0.00252016129032258	0
"ASV0436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042002688172043	0.000419991600167997	0	0	0.000336134453781513	8.40548037320333e-05	0	0	0	0	0	0	0.000252440255806126	0	0	0	0	0	0	8.45165652467884e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016827934371056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0462"	0.0972703456435392	0.102200860106248	0.091345344334063	0.0879204248503751	0.105054090601758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40124338402084e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00688658391430029
"ASV0473"	0	0	0	0	0	0	0	0	0	0	0	0.000672947510094213	0.0252016129032258	0	0	0	0.00791179193670566	0.00134510298444725	0.0162266689086935	0.000336332296308753	0.000252652854977261	0.00033775225871823	0.00521534320323015	0.00235215053763441	0.0457790844183116	0.00361861482790541	0.00067260803766605	0.00168067226890756	0.0120198369336808	0	0.000336473755047106	0.000672947510094213	0	0	0.00546815849247077	0.00496465836418714	0.00235412813183118	0.00109381573411864	0.000420132761952777	0	0.00420309347679892	0.00327896418362199	0.00245098039215686	0.00218432327984542	0.000336077970089061	0.000167954316425932	8.40830740771883e-05	0	0.000755477209770839	0.00126050420168067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0482"	0	0	0	0	0	0	0	0	0	0	0	8.41184387617766e-05	0	0	0.0058061258835409	0	0.0013466879892265	8.40689365279529e-05	0	0.000168166148154377	0.0023580933131211	0	0.000672947510094213	0	0	0	0	0	0	0	0.000420592193808883	0.000168236877523553	0	0.000167982529816899	0	0.000841467519353753	0.000756684042374306	0.000252419015565839	0	0.000504159314343333	8.40618695359785e-05	0.000504456028249538	0.000760649087221095	8.40124338402084e-05	8.40194925222652e-05	0	8.40830740771883e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0487"	0	0	0	0	0	0	0.000170039108995069	0	0	0	0	0.00025235531628533	0	0	0	0	0	0	0	0	0	0	8.41184387617766e-05	0	0	0	0	0	0	0.000168010752688172	0.0421433378196501	0.00580417227456258	0.00655517270358854	8.39912649084495e-05	0	0.00740491417031303	0.0102572725744073	0.00403870424905343	0.000840265523905554	0.000252079657171666	8.40618695359785e-05	0.00151336808474861	0.00794455713319811	0.00529278333193313	0.00151235086540077	0.00285522337924085	0.00706297822248381	0.00251973794725349	0.00444892134642827	0.00420168067226891	0.00142821137528354	0.00109252878393142	0.00100831862868667	0	0	0.000504371217215871	0.00134431188035624	0	0.000419956324542248	0	0.00226852629810116	0.00067272115708039	0	0.00142845139063944	0.000252185608607935	0	0	0	0	0.000503862949277796	0.00109124485855788	0	0	0	0	0	0	0	0	0.000167954316425932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0506"	0	0	0	0	0	0.00135066689177782	0.00331576262540384	0.00101548616400102	0.0178571428571429	0.00102084219481072	0.000841609156707625	0.0121971736204576	0.000336021505376344	0.00243615591397849	0.00244025580612588	0.0023580933131211	0.00462923996296608	0.00807061790668348	0.000420380023541281	0.00462456907424535	0.00320026949637864	0.00379971291058009	0.00420592193808883	0.000168010752688172	0.000587988240235195	0.00159892283093495	0.000252228014124769	0	0.00159704127090863	0.000252016129032258	0.00294414535666218	0.00386944818304172	0.00067232540549626	0.000167982529816899	0.000673004122150248	0.00420733759676876	0.00294266016478897	0.00437526293647455	0.000336106209562222	0.00100831862868667	0.000840618695359785	0.00235412813183118	0.014367816091954	0.0030244476182475	0.00126029238783398	0.000755794423916695	0.00294290759270159	0.00293969427179573	0.00134307059514816	0.00260504201680672	0.00117617407376292	0.00226909824354988	0.00117637173346778	0.00109280430396772	0.00142965267849634	0	0.00126029238783398	0.00151222380912375	0.00109188644380984	0	0.00100823391026718	0	0.000672268907563025	0	0.00134498991257566	0.00352704064494458	0.00302241625388297	0.000755857898715042	0.00277264325323475	0.00117568021498153	0.0085620750440695	0.00402955003357958	0.00394792104157917	0.00705112062452783	0.00765671013883046	0.0103257219610477	0.0125336473755047	0.00604838709677419	0.00605703709935223	0.00436681222707424	0.00445865230924539	0.00403090359422237	0.00832282471626734	0	0	0.00369810052109598	0.00428139691067831	0	0.000503862949277796	0	0.000420168067226891	0	0	0.0101578240429819	0.00142809139784946	0
"ASV0525"	0.0234936195385786	0.0288388565646345	0.0358646236740192	0.0364157464385063	0.0265382014874916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293317463016494
"ASV0530"	0	0	0	0	0	0	0.00382587995238905	0.000423119235000423	0.000425170068027211	0.000680561463207146	0.000504965494024575	0.000757065948855989	0.000504032258064516	0.000252016129032258	0.00201952204644901	0.00160013474818932	8.4167999326656e-05	0.000756620428751576	0.000336304018833025	0.00050449844446313	0.00176856998484083	0.00227982774634805	0.000925302826379542	0.00142809139784946	0.000755984880302394	0.000841538332071026	0.000336304018833025	0.00117647058823529	0.000672438429856266	0.000252016129032258	0.000168236877523553	0.00201884253028264	0.000588284729809228	0.00100789517890139	0.00151425927483806	0.00109390777515988	0	0.00151451409339504	0.000672212419124443	0.002268716914545	0.000840618695359785	0.000924836051790819	0.00236646382691007	0.000672099470721667	0.000504116955133591	0.000335908632851864	0.000924913814849071	0	0	0.000672268907563025	0.000840124338402084	0	0.00210066380976389	0	0	0	0	0	0.000251973794725349	0	0.00109225340278945	0.00100908173562059	0.000672268907563025	0.000504159314343333	0.00100874243443174	0.000587840107490763	0.000503736042313828	0	0.00117627289531171	0.000251931474638898	0.00100730294636112	0.000923438549361988	0.00142797144057119	0.00201460589272224	0.00109381573411864	0.00151108126259234	0.000504710632570659	0.000756048387096774	0.000588878606881467	0.00117568021498153	0.000504753091612686	0	0.00201765447667087	0	0	0.00168095478231636	0	0.0017636684303351	0	0	0	0	0.000419815281276238	0	0.000672043010752688	0
"ASV0559"	0	0	0	0	0	0	0	0.225099433020225	0	0.00221182475542322	0.103517926275038	0.221231493943472	0	0.206485215053763	0.123527431841131	0.196900791645612	0.180287854557697	0.192433795712484	0.00596939633428619	0.108383082485496	0.089270675425299	0.093135185341552	0.126514131897712	0.0537634408602151	0.0278034439311214	0.073802911722629	0.0453169665377501	0.0252100840336134	0.0576615953601748	0.0141129032258065	0.0570323014804845	0.0816790040376851	0.0105891251365661	0.0129346547959012	0.161605114831328	0.0562100302928307	0.0589372793004876	0.084812789230122	0.0388202672044366	0.0265523905554155	0.114744451916611	0.0547334790650748	0.0526538201487492	0.0325128118961606	0.0652831456898	0.0211622438696674	0.0311948204826368	0.00310767680161263	0.0287920758834886	0.0173949579831933	0.0188187851802067	0.0416841751407681	0.0978909335349971	0.0483355749831876	0.0517197880750147	0.0679219905850706	0.0933456561922366	0.0328488616315215	0.0660171342180413	0.0343495422860502	0.0596538396908083	0.06895391860074	0.0425210084033613	0.050836064196286	0.114576328177539	0.096405777628485	0.10528083284359	0.0939783320735702	0.0956141824903378	0.154517971111858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00277078085642317	0.0168737407656145	0	0
"ASV0570"	0	0	0	0	0	0.0166300861050144	0.00144533242645809	0	0	0	0.00260898838579364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168293503870751	0	0	0	0	0	0	0.000338066260987153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0574"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336021505376344	0.000504880511612252	0.000168435236651508	0	0	0	0.000168166148154377	0.000252652854977261	0.000506628388077345	0	0.00042002688172043	0	0.00117815366489944	0.000756684042374306	0.000336134453781513	0	8.4005376344086e-05	0	0	8.40406756870325e-05	8.39912649084495e-05	0	0.000336587007741501	0	0.00016827934371056	0	0.000336106209562222	0	8.40760047082563e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0582"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45165652467884e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000925380667956591	0	0	0	0.000924758301807482	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0588"	0.0271275247190062	0.0210810355004638	0.0200370432732783	0.0223383629773245	0.0214672075726842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119027376296548
"ASV0589"	0	0	0	0	0	0	0	0	0.00603741496598639	0.000425350914504466	8.41609156707625e-05	0	0	0	0.000336587007741501	0.000336870473303015	0.000168335998653312	0	0	0	0.000757958564931784	0.000844380646795575	0.000168236877523553	0	0	0	0.000252228014124769	8.40336134453782e-05	0	0	0.000841184387617766	0.000420592193808883	0	0	0.000168251030537562	0.00429148434870414	0.00109298806120733	0.000757257046697518	0	0	0.000168123739071957	0.0013452160753321	0.00354969574036511	0.00050407460304125	0	0	0.000420415370385941	0	0	0	0.000924136772242292	0	0.00159650449542055	0	0	0.000924680564895763	0.00117627289531171	0.00142821137528354	0.000251973794725349	0	0.00109225340278945	0.000168180289270098	0.00134453781512605	0.00100831862868667	0.000420309347679892	0	0	0	0.000756175432700386	0	0	0	0.00117597648047039	0	0.00227177114009255	0.00243451981195433	0	0	0	0	0	0.000671817265703729	0.000756620428751576	0	0	0	0	0.00260351054001848	0.000755794423916695	0	0	0	0	0	0	0
"ASV0607"	0	0	0	0	0	0	0	0	8.50340136054422e-05	0	0	0	0	0	0.00227196230225513	0	0.000168335998653312	0	0	0	0.00210544045814384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0628"	0	0	0	0	0	0	0.00535623193334467	0	0	0	0	8.41184387617766e-05	0	0	0	0	0	0	0	0	0	0	0	0.0120967741935484	0.000755984880302394	0.00168307666414205	0.000840760047082563	0.00109243697478992	0.00344624695301336	0.000588037634408602	0	0.00117765814266487	8.40406756870325e-05	0.000839912649084495	0.000168251030537562	0.00201952204644901	0.000840760047082563	0.0012620950778292	0.000420132761952777	0.00117637173346778	0.000336247478143914	0.00142929208004036	0.00346517917511832	0.000840124338402084	0.00016803898504453	0.000251931474638898	0.00184982762969814	0	0	0.000672268907563025	0.00126018650760313	0.00117656945961846	0.00554575245777666	0.00193342299932751	0.00386847195357834	0.00445527908540686	0.00596538396908083	0.00361253465512896	0.00369561565597178	0.00377928949357521	0.00369685767097967	0.00302724520686176	0.0026890756302521	0.00336106209562222	0	0.000335908632851864	0.000839560070523046	0.00041992105484169	0.00184842883548983	0.000755794423916695	0	0	0	0	0.000420698359276399	0	0.000757065948855989	0	0.000925380667956591	0	0	0	0.00437158469945355	0	0.000420238695579089	0.00218524121701126	0.0010073875083949	0.00209960527420845	8.39771582129661e-05	0.000587593385377319	0	0	0	0	0	0
"ASV0634"	0	0	0	0	0	0.00211041701840284	0.00127529331746302	0	0.00238095238095238	0.0461080391322841	0.00437636761487965	0.0186742934051144	0	8.4005376344086e-05	0.000168293503870751	0.0131379484588176	0.00597592795219258	0.00992013451029844	0.000924836051790819	0.000924913814849071	0.000757958564931784	0.0211939542345689	0.00311238223418573	0.00226814516129032	0.000251994960100798	0.0291172262896575	0.00487640827307886	0.0291596638655462	0.00764898713961503	0.0042002688172043	8.41184387617766e-05	0.0093371467025572	0.00394991175729053	0.00747522257685201	0.00630941364515858	0.00176708179064288	0.00588532032957794	0.00252419015565839	0.00184858415259222	0.00638601798168221	0.0114324142568931	0.00311081217420548	0.00397227856659905	0.0110056288330673	0.00856998823727105	0.00335908632851864	0.0106785504078029	0.0741642869141609	0.00797448165869218	0.0065546218487395	0.00445265899353104	0.00874023027145138	0.0120157969918494	0.00680901143241426	0.0112690269952065	0.011600537995965	0.0122668459082507	0.00806519364866	0.0117587770871829	0.0131015369110607	0.0141152747437405	0.0106794483686512	0.00932773109243698	0.0122678766490211	0.00268997982515131	0.00352704064494458	0.00293846024683066	0.00445116318132191	0.00478911107376911	0.00243533758817602	0.00914966842944682	0.0102417730020148	0.0162956740865183	0.0182153949466969	0.0192679848548591	0.0135997313633311	0.0185901749663526	0.00831653225806452	0.0139648355346177	0.00789385287201881	0.0135442079582737	0.0141081625797783	0.0828079024800336	0.0161344537815126	0.126239704151958	0.103210623634224	0.113415043653459	0.0864197530864198	0.0379576755122607	0.0373541509275581	0.0608403361344538	0.0114199345033168	0.0288832913518052	0.00998992612491605	0.0497311827956989	0
"ASV0637"	0	0	0	0	0	0	0	0	0	0	0	0.000504710632570659	0.00470430107526882	0.00344422043010753	0.00412319084483339	0.0429509853461344	0.0170861038633112	0.00134510298444725	0.00613754834370271	0.00596989825948037	0.00488462186289372	0.0523516001013257	0.0136271870794078	0.00386424731182796	0.0100797984040319	0.0122023058150299	0.00454010425424584	0.0180672268907563	0.0138690426157855	0.00714045698924731	0.0443304172274563	0.017328398384926	0.025884528111606	0.0173861918360491	0.00681416673677126	0.0337428475260855	0.0474188666554565	0.014135464871687	0.0421813293000588	0.0209226115452483	0.0143745796906523	0.0385908861610896	0.0278904665314402	0.018566747878686	0.0268022181146026	0.034682566341955	0.0327923988901034	0.00823114396102805	0.0313103332493914	0.0250420168067227	0.0230194068722171	0.0268089755441634	0.0173094697924544	0.00958305312710155	0.0163148599781347	0.0151311365164761	0.0202486976978659	0.0154582878265983	0.0184780782798589	0.0137734105988074	0.0162997815493194	0.0139589640094181	0.00932773109243698	0.01814973531636	0.0106758574310693	0.012428619415519	0.0183863655444547	0.0204081632653061	0.0159637035792304	0.0112529392005375	0.00520439855619911	0.00705171255876427	0.00856782864342713	0.00948543607823386	0.0137989061842659	0.00898253861652116	0.0279273216689098	0.0255376344086021	0.0262471607638597	0.0218340611353712	0.0228821401531084	0.0217500839771582	0.0174863387978142	0.00428571428571429	0.00260547991259035	0.00663977139014961	0.00957018132975151	0.00772654740908709	0.00377897211958347	0.00344161840006715	0.00554621848739496	0.0104962633302544	0.0159529806884971	0.032824042981867	0.00554435483870968	0
"ASV0643"	0	0	0	0	0	0	0	0.000930862317000931	0	0.000765631646108039	8.41609156707625e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.4005376344086e-05	0	0.00883615248674577	0.000420380023541281	0.000840336134453782	0.0005043288223922	0.000336021505376344	0	0	0	0.00319166806652108	0	0	0	0	0	0.00462146038148055	0	0	0	0	8.40194925222652e-05	0	0	0.00722324878212666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000419991600167997	0	0.00016827934371056	0	0.000336473755047106	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121008403361345	0.0219161978335712	0.0406381192275399	0	0.0133568548387097	0
"ASV0724"	0	0	0	0	0	0	0	0	0	0	0	0	0.000252016129032258	0	0	0	0.000252503997979968	0	0	0	0.000336870473303015	0	0.000168236877523553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0747"	0	0	0	0	0	8.44166807361135e-05	0	0.00253871541000254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0758"	0	0	0	0	0	0	0.000255058663492603	0.000169247694000169	0.00136054421768707	0	0.000925770072378387	0	0	0	0.000757320767418378	0	0	0	0	0.000252249222231565	0.000336870473303015	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252376545806343	0	0	0	0	0	0.000168123739071957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV0769"	0.000169018845601285	0.000674593136014841	0.00109446034685974	0	0.000169033130493577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024655670804285
