""	"Samp01"	"Samp02"	"Samp03"	"Samp04"	"Samp05"	"Samp06"	"Samp07"	"Samp08"	"Samp09"	"Samp10"	"Samp11"	"Samp12"	"Samp13"	"Samp14"	"Samp15"	"Samp154"	"Samp155"	"Samp156"	"Samp157"	"Samp158"	"Samp159"	"Samp16"	"Samp160"	"Samp161"	"Samp162"	"Samp163"	"Samp164"	"Samp165"	"Samp166"	"Samp167"	"Samp17"	"Samp18"	"Samp19"	"Samp20"	"Samp21"	"Samp22"	"Samp23"	"Samp24"	"Samp25"	"Samp26"	"Samp27"	"Samp28"	"Samp29"	"Samp34"	"Samp35"	"Samp36"	"Samp37"	"Samp38"	"Samp39"	"Samp40"	"Samp88"	"Samp89"	"Samp90"	"Samp91"
"ASV2275"	0	0	0	0	0	0	0	0	0.0109418399124653	0	0.00084167999326656	0.00025312183597705	0	0	0.0680094387325131	0	0	0	0	0	0	0.000421265481506445	0	0	0.0312316346234573	0	0	0	0	0	0.0066722972972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336360578540195	0	0	0	0	0	0	0	0
"ASV2302"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203735144312394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2306"	0	0	0.00280755487493619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2319"	0.00744060201234464	0.00244932432432432	0.000510464522715671	0.803466234098865	0.0786345108695652	0.595751854349292	0.738907131430496	0.00159959589156424	0.00235670398114637	0.11226558540294	0.243918862048649	0.700134998312521	0.00529812463207468	0.0128755364806867	0.579723579976403	0	0.00361253465512896	8.39560070523046e-05	0.00293846024683066	0	0.198889916743756	0.0031173645631477	0	0	0.338594576441944	0	0.000336558687421119	0.00176619007569386	0.00159503022162525	0.00394792104157917	0.677533783783784	0.108589267634155	8.41184387617766e-05	0.000756747666694694	8.39771582129661e-05	0.000764006791171477	0.00247123988069876	8.52878464818763e-05	0.00737538148524924	8.46596681341009e-05	0	0.00177649945013112	0	0.0407747196738022	0.00463587322993931	0.00159771274806593	0.00617440581916603	8.40406756870325e-05	0	0.00499576629974598	0.0511904761904762	0.00219464843420275	0.663962822137727	0.00405029111467387
"ASV2343"	0.00152194132070686	0.00523648648648649	0.00170154840905224	0.00136600358575941	0.00135869565217391	0.00016857720836143	0.00101035615054307	0.00101027108940899	0	0.000253421186011151	0.00109418399124653	0.00025312183597705	0.00193423597678917	0.00176723049734915	0.000252823192314175	0	0	0	0.00109142809167996	0	0	0.000337012385205156	0	0	0	0	0	0.00210260723296888	0	0	0.000422297297297297	0	0.000588829071332436	0.000252249222231565	0	0.00356536502546689	0.00238602471239881	0.00375266524520256	0.00610376398779247	0.00279376904842533	0.00521358896737302	0.00389137974790627	0.0010124873439082	0.00475705062861026	0.00522589345920432	0	0.000253742704897234	0	0	0.000508044030482642	0.00076530612244898	0	0.000506970849176172	0.00118133490844654
"ASV2380"	0.00143738902511203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168747890651367	0	0	0	0	0	0	0	0	0	0	0.00244684441444482	0	0	0	0	0	0	0	0	0	0	0
"ASV2385"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00542556798914886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2398"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211936249576127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2424"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00932519498134961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2494"	0.0564809334573434	0.0109797297297297	0.0952016334864727	0.00221975582685905	0.17094089673913	0.0118004045853001	0.000336785383514355	8.41892574507493e-05	0.000589175995286592	0.000591316100692685	0.00101001599191987	0.00261559230509619	0.0232949289378522	0.00185138433055626	0.00632057980785437	0	0.000588087036881458	0	0.000503736042313828	0	0.000672777731057102	0.000758277866711602	0	0	0.00134329611283687	0	0.000588977702986958	0.132296047098402	0	0	0.0109797297297297	0.00480931488356396	0.000336473755047106	0.000336332296308753	0.000335908632851864	0.0196095076400679	0.0543672773753728	0.0190191897654584	0.00678195998643608	0.0385201490010159	0.0669357551294988	0.00913628288638863	0.00877489031387108	0.155963302752294	0.0247808496291301	0.000840901446350488	0	0	0.000252079657171666	0.00160880609652837	0.00620748299319728	0.464421372499367	0.00202788339670469	0.00860686861868197
"ASV2498"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00218634376051127	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101351351351351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2523"	0	0	0	0	0	0.000337154416722859	0	0	0	0.000506842372022301	0	0	0	8.41538332071026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000167954316425932	0	0.00187473370259906	0	0	0.000592617676938706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2526"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000843739453256834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169161803264823	0	0	0	0	0	0	0
"ASV2527"	0	0	0.000425387102263059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397597495981727	0.00168747890651367	0	0	0	0	0	0	0	0	0	0	0
"ASV2531"	0	0	0	0	0.00220788043478261	0	0.000673570767028711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2585"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00305602716468591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2590"	0	0.000591216216216216	0	0	0.000169836956521739	0.000590020229265003	0.018438999747411	0	0	0.000168947457340767	0	0.000337495781302734	0.00176604154402489	0.00100984599848523	0	0.000587593385377319	0	0	0	0	0.00243881927508199	0	0	0	0	0	0	0	0	0	0	0.183260209247384	0	0.000336332296308753	0.000251931474638898	0.00551782682512733	0	0.00400852878464819	8.4774499830451e-05	0.000253979004402303	0	0.00160730902630911	0.000168747890651367	0	0.00775455158462576	0	0.00126871352448617	0.00033616270274813	0	0.694750211685013	0.143452380952381	0	0	0
"ASV2602"	0	0	0	0	0	0	0	0	0.00151502398787981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40830740771883e-05	0.000251931474638898	0	0	0	0	0	0	0	0.000590617617279784	0	0	0	0	0	0	0	0	0	0	0.00135009703822462
"ASV2645"	0	0	0	8.53752241099633e-05	0	0	0	0	0	0	0	0	0	0	0.000337097589752233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000421869726628417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000507485409794468	0	0	0.00279424216765453	0.0200680272108844	0	0	0
"ASV2653"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454086781029263	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2673"	0	0	0	0	0.000424592391304348	0.000674308833445718	0	0	0	0	0.00042083999663328	0	0	0	0.000168548794876117	0	0	0	0	0	0	0	0	0	0.000167912014104609	0	0	0	0	0	0.00143581081081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000595238095238095	0	0	0
"ASV2687"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185074626865672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2689"	0.139003973957893	0	0.00629572911349328	0.000597626568769743	0	0.000927174645987862	0.000252589037635767	0	0.00117835199057318	0	0	0.000759365507931151	0.0222857623412665	0.00033661533282841	0.00185403674363728	0	0	0	0.000251868021156914	0	0	8.42530963012891e-05	0	0	0.000923516077575351	0	0	0.00681244743481918	0	0	0.000929054054054054	0.00615929800877489	0.000336473755047106	0.00311107374085597	0	0	0.0730293992330635	0	0	0.179986454453099	0.00395223679784729	0.00177649945013112	0.0264090448869389	0.134726469588855	0.00160148347943358	0.000336360578540195	0.00101497081958894	8.40406756870325e-05	0.000168053104781111	0.0397967823878069	0.0177721088435374	0.00734363129906305	0.000168990283058724	0.0157792591342503
"ASV2691"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254668930390492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2697"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335824028209218	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144116649711767	0	0	0	0	0	0	0	0	0	0	0	0.00212585034013605	0	0	0
"ASV2698"	0.00152194132070686	0	0.00102092904543134	0	0	0	0	0	0.000336671997306624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000337495781302734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000675048519112311
"ASV2753"	0.000169104591189651	0.000422297297297297	0.000340309681810448	0.000170750448219927	0.000594429347826087	0.00151719487525287	0	0.000926081831958242	0.000168335998653312	0.000506842372022301	0.000336671997306624	0.000506243671954101	0	0.00033661533282841	8.42743974380583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43739453256834e-05	0.000672947510094213	0.000420415370385941	0.000251931474638898	0.00169779286926995	0.00332339156369834	0.000767590618336887	0.00635808748728383	0.00126989502201151	0.0100067272115708	0.00355299890026225	0.000674991562605467	0.00101936799184506	0.000505731625084289	0	0	0	0	0	0	0	0.000844951415293621	0.00101257277866847
"ASV2771"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341151385927505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2780"	0.00211380738987064	0.00143581081081081	0	0	0	0	0	0	0.000589175995286592	0.00126710593005575	0	0	0	0.00033661533282841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169779286926995	0	0	0.00101729399796541	0	0.000588631012445341	0	0.000506243671954101	0.000424736663268773	0	0.00134544231416078	0	0.000252122027061098	0	0	0	0	0.000337980566117448	0
"ASV2786"	0	0	0	0	0	0	0	0.000168378514901499	0.00159919198720646	0	0	0.00185622679716504	0	0.000925692165278128	0.00126411596157087	0	0	0	0	0	0	0	0	0	0.00209890017630761	0	0	0	0	0	0.00109797297297297	0	0	0.000336332296308753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2803"	0	0	0	0	0	8.42886041807148e-05	0	0	0	0	0	0	0	0.00033661533282841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170430336599915	0	0.00101729399796541	0.000592617676938706	0	0.000592166483377041	0	0	0	0.000252270433905146	0	0	0	0	0	0	0	0
"ASV2823"	0.00321298723260337	0.0027027027027027	0.000595541943168283	0.00051225134465978	0.000934103260869565	8.42886041807148e-05	0.000505178075271533	0	0	0	0	0.000337495781302734	0	0.000589076832449718	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252312867956266	0	0	0	0	0	0	0	0.00271646859083192	0.000766936514699617	0.000170575692963753	0	0.00355570606163224	0.00765220316178944	0	0	0.000339789330615019	0.00665879973027647	0	8.45809016324114e-05	0	0	0.000254022015241321	0	0	0	0.000421905324445194
"ASV2873"	0.00126828443392238	0.00118243243243243	0	0	0.00144361413043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00390492359932088	0	0.00110874200426439	0	0	0	0	0.000421869726628417	0	0.00320296695886716	0	0	0	0	0	0	0	0	0
"ASV2879"	0.0777881119472394	0	0.000170154840905224	0	0	0	8.41963458785889e-05	0	0	0	0	0	0	0.00033661533282841	8.42743974380583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168747890651367	0	0	0	0.00254668930390492	0.210907541542395	0.000170575692963753	0	0.0153233999322723	0.00109317188025563	8.45952119110058e-05	0	0.013846415222562	0	0	0	0	0	0.00203217612193057	0.000595238095238095	0	0	0.000421905324445194
"ASV2884"	0	0	0	0	0.000509510869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590020229265003	0	0	0	0	0	0	0	0	0
"ASV2890"	0.00135283672951721	0.00464527027027027	0.000595541943168283	8.53752241099633e-05	0.000679347826086957	0.00016857720836143	0.000336785383514355	0.000420946287253746	0.000252503997979968	0.000591316100692685	8.4167999326656e-05	0.000337495781302734	0.000588680514674964	0.000757384498863923	8.42743974380583e-05	0	0	0	0.000167912014104609	0	0.000420486081910689	0.000252759288903867	0.000335908632851864	0	0	0	8.41396718552798e-05	0.000672834314550042	0	0	0.000506756756756757	0.00025312183597705	0.000504710632570659	8.40830740771883e-05	0.000335908632851864	8.48896434634975e-05	0.00213037920749893	0.00631130063965885	0.00084774499830451	0.00245513037588893	0.0110158089471914	0.00219947550968615	0.000674991562605467	0.000934420659191301	0.00151719487525287	0.000504540867810293	0	0	0	0.000423370025402202	0.000255102040816327	0.000337638220646577	0.000168990283058724	0.00168762129778078
"ASV2904"	0	0	0	0.000597626568769743	0.000934103260869565	0.00016857720836143	0	0	0	0	0	0	0	8.41538332071026e-05	0	0	0	0	0.000503736042313828	0	0	0	0	0	0	0	0	0	0	0	0	0.000337495781302734	0	0	0	0.00152801358234295	0.00110779718789945	0	0.00237368599525263	0.00152387402641382	0	0	0	8.49473326537547e-05	0	0	0.000253742704897234	0	0	0.000423370025402202	0.00119047619047619	0	0	0
"ASV2908"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00779925398440149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV2914"	0.00405851018855162	0	0	8.53752241099633e-05	0	0	0.000168392691757178	0	0.000589175995286592	0	0	8.43739453256834e-05	0	0	0	0	0	0	0	0	0	0	0	0.000419815281276238	0	0	0	0	0	0	0.000760135135135135	0.000168747890651367	0	0.000252249222231565	0	0	0.00374946740519813	0	0	0.00448696241110735	0	0	0.00126560917988525	0.0108732585796806	0	0	0	0	0	0.000338696020321761	0.000850340136054422	0	0	0.00202514555733693
"ASV2928"	0.01454299484231	0.0217060810810811	0.00808235494299813	0.00495176299837787	0.0196161684782609	0.00210721510451787	0.00202071230108613	0.00345175955548072	0.00319838397441293	0.00371684406149687	0.00159919198720646	0.0020249746878164	0.00353208308804979	0.00454430699318354	0.00261250632057981	0	0.00319247248592792	0.000671648056418437	0.00159516413399379	0.000839771582129661	0.00218652762593558	0.00117954334821805	0.00260329190460195	0.00134340890008396	0	0.00151387720773759	0.00235591081194783	0	0.000755540631296172	0.00125997480050399	0.00228040540540541	0.00194060074249072	0.00235531628532974	0.00151349533338939	0.00041988579106483	0.0150254668930391	0.0115892628887942	0.0245628997867804	0.0287385554425229	0.00990518117168981	0.0880423814328961	0.0156501142035361	0.0045561930475869	0.0159700985389059	0.00632164531355361	0.00117726202489068	0.000761228114691703	0.000924447432557358	0.000840265523905554	0.00220152413209145	0.00178571428571429	0.00498016375453701	0.0031263202365864	0.00641296093156696
