"Sample","Reactor","Time","Phase","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","OD","pH","EC","CODt","CODs","CODb","Ammonium","PHOs","PHOt","Dry_weight","Cell_number"
"20191015L2","L2",6,"Closing-I",0.031169363,0.006238864,0.016520511,0.009253483,0.007087349,0.00530553,0.00910375,0.008914088,0.00608414,0.022614633,0.006458472,0.01308664,0.023752602,0.001127987,0.001083067,0.001696971,0.013610705,0.026951891,0.120415059,0.011524429,0.006608204,0.006443498,0.000628877,0.065228567,0.004177543,0.026677381,0.00393298,0.002520501,0.002350804,0.008634587,0.003698398,0.013530847,0.000399287,0.001991445,0.000289483,0.001287701,0.002216044,0.003149378,0.003863104,0.027675599,0.003054548,0.003069521,0.001592158,0.001951517,0.003673443,0.005939398,0.030944764,0.02228023,0.016775057,0.003329058,0.094805772,0.001986454,0.002775047,0.001781819,0.001896615,0.005280574,0.020423544,0.010441362,0.023897343,0.003723354,0.000608913,0.081454604,0.001706953,0.025524439,0.000554011,0.001991445,0.000923352,0.000354367,0.002295902,0.005435298,0.000893405,0.001337612,0.00219608,0.002226027,0.000753655,0.001172906,0.00128271,0.002250982,0.006054193,0.00187665,0.359333333,8.003333333,1236,686,219,467,16,57.58331874,69.47995097,NA,NA
"20191016L2","L2",7,"Closing-I",0.007480513,0.00145122,0.021070112,0.001007376,0.002902439,0.003790127,0.000234389,0.003181712,0.001954907,0.015893597,0.001780362,0.003825036,0.001326544,0.000364052,0.000349091,0.000379013,0.018147725,0.011240718,0.124321143,0.003306387,0.000458805,0.003805088,0.000269298,0.084360242,0.002348881,0.002428673,0.00024935,0.005415892,0.000812882,0.008946694,0.00301714,0.072720563,0.000413922,0.002328933,4.98701e-05,0.000658285,0.003610594,0.002129453,0.001845193,0.04878292,0.001999791,0.021643618,0.002872517,0.002378803,0.002912413,0.007999162,0.00431875,0.000932571,0.001845193,0.001416311,0.084549748,0.003490906,0.003341296,0.008133811,0.002024726,0.010722069,0.104298303,0.002687998,0.000269298,0.072132096,0.000852779,0.013569651,0.000772986,0.034904075,0.000643324,0.006099112,0.008767162,0.005455788,0.001605817,0.00131657,0.000792934,0.000553558,0.00145122,0.001291635,0.001840206,0.000643324,0.001151999,0.000842804,0.007021708,0.008797084,0.351,7.916666667,1219.333333,NA,NA,NA,NA,NA,NA,NA,441202553
"20191017L2","L2",8,"Closing-I",0.046961367,0.08868721,0.023065009,0.04346277,0.032932339,0.010772908,0.007482148,0.017205972,0.021135089,0.02226335,0.015419559,0.007437612,0.011708176,0.001731979,0.005725427,0.010668989,0.006606262,0.036574443,0.02096684,0.007892875,0.001148054,0.012618702,0.002672196,0.026553709,0.007496994,0.009783206,0.008016587,0.005700684,0.00870443,0.032472128,0.005710581,0.02761269,0.000801659,0.013935006,0.000118764,0.002998798,0.003463958,0.005809552,0.009149796,0.005586869,0.004166646,0.009946507,0.001618163,0.001924971,0.005888728,0.012806746,0.009031032,0.000296911,0.011520133,0.006784408,0.004735725,0.004235925,0.005027687,0.007591015,0.002622711,0.021090553,0.026702164,0.006532034,0.006536983,0.023213464,0.000717534,0.002355491,0.012277255,0.014118101,0.00056413,0.005878831,0.008085867,0.004433866,0.002088272,0.004042933,0.00229116,0.002187242,0.002251572,0.015889668,0.000722483,0.001524141,0.001350943,0.002122911,0.00827391,0.002969106,0.309,7.96,1219.666667,NA,NA,NA,NA,NA,NA,0.2,499911318
"20191018L2","L2",9,"Closing-I",0.048265738,0.018203533,0.0329684,0.020204031,0.023956208,0.004180144,0.045906942,0.03154516,0.016825081,0.016198059,0.008295596,0.020716596,0.022707141,0.003473501,0.00436427,0.004483702,0.008703658,0.056546405,0.036869868,0.00736004,0.001229161,0.007992038,0.002149789,0.042537945,0.009012192,0.018930082,0.007638716,0.00527992,0.007081364,0.022781787,0.009017168,0.069957701,0.001995521,0.003647674,0.000502613,0.005195322,0.002746952,0.006414531,0.012893755,0.004921622,0.006105997,0.007240607,0.003279423,0.002264245,0.005598408,0.010510077,0.01002737,0.000756407,0.030072157,0.008907688,0.007116198,0.002746952,0.003408808,0.004219955,0.002781787,0.011739239,0.012430953,0.002602637,0.041268972,0.006404578,0.001234138,0.002189599,0.0016422,0.027917392,0.000741478,0.002816621,0.001562578,0.000318487,0.004433939,0.003309281,0.001552625,0.001199303,0.001607365,0.002294103,0.001114705,0.003458572,0.001542672,0.001393381,0.007618811,0.002353819,0.338333333,7.786666667,1236.666667,730,292,438,33.25,60.52355104,60.86733205,NA,NA
"20191021L2","L2",12,"Closing-I",0.034528348,0.011332177,0.13474853,0.006033887,0.029190296,0.001978161,0.013862036,0.005631297,0.013862036,0.012271555,0.005049777,0.033921977,0.019587767,0.004602454,0.00628737,0.002037804,0.006456359,0.064608319,0.00530823,0.003946381,0.001814142,0.005676029,0.002877777,0.007768505,0.002420513,0.005869869,0.003374802,0.000929437,0.007032908,0.007375856,0.011560809,0.164162488,0.075339096,0.001346939,0.000109346,0.00176444,0.000810151,0.004746592,0.009577678,0.002256495,0.001640184,0.002241584,0.001824083,0.004980194,0.001908577,0.002997063,0.006371864,0.001003991,0.017207016,0.004761502,0.003946381,0.000680925,0.000919497,0.001272385,0.001153099,0.005477219,0.004826116,0.002102417,0.018350174,0.00197319,0.000492055,0.002097447,0.007778446,0.00686889,0.000531817,0.000839973,0.00156563,0.000407561,0.000670984,0.001496046,0.000457263,0.000884705,0.002037804,0.009334135,0.002077566,0.00058649,0.001053694,0.001023872,0.011347088,0.005566683,0.448666667,7.853333333,1157,NA,NA,NA,NA,NA,NA,NA,762766590
"20191022L2","L2",13,"Closing-I",0.016753129,0.005566121,0.112681596,0.002573958,0.016066077,0.002130859,0.00802557,0.023524082,0.010823567,0.007866254,0.004201974,0.008812196,0.052659092,0.001384062,0.002539107,0.001110237,0.013044041,0.023832757,0.013352717,0.002339962,0.000413227,0.005426719,0.001085344,0.012824981,0.002807954,0.005491442,0.00293242,0.002897569,0.004600265,0.008264545,0.00483924,0.253522389,0.051827659,0.001189895,6.9701e-05,0.009802945,0.002922463,0.006322875,0.00656185,0.006288024,0.00099075,0.008458712,0.006203387,0.004077507,0.002290175,0.002987185,0.012451583,0.000179231,0.028019795,0.004047636,0.003191309,0.000682074,0.000846369,0.001349212,0.001095301,0.003674238,0.006477213,0.001174959,0.013571777,0.003903255,0.00073186,0.000537693,0.000851348,0.016364795,0.000637266,0.001667845,0.002459449,0.001593165,0.001657888,0.001498571,0.000721903,0.000627309,0.001150066,0.001618059,0.005919605,0.002334983,0.0010256,0.001219767,0.015169921,0.00828446,0.488333333,7.863333333,1157.333333,884,263,621,25.75,54.32644604,70.27607541,NA,591266472
"20191023L2","L2",14,"Closing-I",0.001703552,0.004443183,0.234258332,0.003760766,0.012936037,0.000503096,0.000532983,0.002136912,0.008278665,0.00308333,0.00226144,0.00365118,0.00095638,0.001339928,0.003974955,0.00078204,0.010794144,0.052431547,0.014764118,0.002445743,0.000134491,0.001593967,0.001185513,0.007770588,0.000961361,0.001648759,0.000637587,0.00169359,0.006286207,0.000772078,0.001843024,0.062388858,0.297663344,0.000393511,6.47549e-05,0.000866719,0.002281365,0.000597738,0.005539035,0.00977799,0.002161818,0.002899027,0.003212839,0.003556539,0.001065965,0.00069736,0.001056003,9.96229e-06,0.000398492,0.001808156,0.013135283,0.000169359,0.000622643,0.000214189,0.001598948,0.000627624,0.013658303,0.000762115,0.000268982,0.00312816,0.000273963,0.000204227,0.001080909,0.004617523,0.000383548,0.003755784,0.009200177,0.012980867,0.00043336,0.000572832,0.000249057,0.000239095,0.00047819,0.002724687,0.007626135,0.00043336,0.001887854,0.000513058,0.014345702,0.007023416,0.518333333,7.91,1158.333333,NA,NA,NA,NA,NA,NA,NA,378958800
"20191024L2","L2",15,"Closing-I",0.001921182,0.00608706,0.291646343,0.002548303,0.008963856,0.000492738,0.00043799,0.002737435,0.007391075,0.002369126,0.002976339,0.003772683,0.000875979,0.001677301,0.002070496,0.001423466,0.005733682,0.025711982,0.005763545,0.003269991,0.0001742,0.002593098,0.001244289,0.005718751,0.001075065,0.001164654,0.00047283,0.004608845,0.003688072,0.000945659,0.001503101,0.058421844,0.277436566,0.000418081,0.00013936,0.000701779,0.004807932,0.000721687,0.003100767,0.004160901,0.003653232,0.004091221,0.003996655,0.005395236,0.000900865,0.000935705,0.000930728,9.45659e-05,0.00057735,0.001279129,0.001667347,0.000348401,0.001318946,0.000363332,0.001642461,0.000656984,0.003842364,0.000920774,0.000199086,0.003469077,0.000413104,0.000428035,0.001438398,0.006047243,0.000587304,0.007281578,0.015618312,0.021317154,0.001184563,0.000562418,0.000433012,0.000363332,0.000706756,0.003389442,0.009934401,0.000676893,0.001423466,0.000866025,0.020396381,0.006211489,0.505666667,7.78,1157.333333,NA,NA,NA,NA,NA,NA,0.4,380923125
"20191025L2","L2",16,"Closing-I",0.001277469,0.00897708,0.193161314,0.004955786,0.004428892,0.001809334,0.000695898,0.004622749,0.010269462,0.002728913,0.004667485,0.008002823,0.000775429,0.002987389,0.001197938,0.001724832,0.006869504,0.009523857,0.004980639,0.005944954,0.000134209,0.004896137,0.00220699,0.002694118,0.00078537,0.002375994,0.000626308,0.007073303,0.001501151,0.002679206,0.000849989,0.05335547,0.377241163,0.000775429,0.000238593,0.001173085,0.005080053,0.002028045,0.002306404,0.003375104,0.001868982,0.005716302,0.00669553,0.007475929,0.001058759,0.000596484,0.000800282,8.45019e-05,0.00042748,0.002500261,0.00113829,0.000159062,0.000676015,0.001729803,0.002167224,0.000621337,0.00334528,0.000864901,0.00014415,0.00206781,0.000402627,0.000338007,0.001878924,0.002405818,0.000835077,0.006347581,0.015011507,0.019032802,0.001893836,0.000636249,0.000342978,0.000377773,0.00050204,0.003310485,0.011551902,0.001347059,0.001893836,0.001431561,0.015911203,0.007063361,0.442333333,7.886666667,1162.333333,748,130,618,21.5,56.72867576,63.73432548,NA,364443750
"20191028L2","L2",19,"Closing-I",0.00126535,0.009340673,0.122803696,0.029028321,0.003935537,0.002640297,0.002286597,0.010825217,0.02746407,0.008887339,0.009300819,0.013350935,0.00194286,0.005609386,0.00200264,0.001095972,0.008693053,0.008907266,0.005355319,0.008055396,0.000134506,0.007995616,0.003880738,0.003382569,0.001624032,0.0068299,0.001753556,0.00317832,0.003835903,0.002984034,0.000931576,0.035115949,0.413918848,0.000423444,0.000114579,0.002774803,0.002107256,0.000747254,0.010376865,0.005320447,0.001230478,0.006924552,0.007816275,0.007078985,0.003442349,0.000697437,0.001539343,6.97437e-05,0.000418462,0.008583456,0.001574215,0.000717364,0.001504471,0.000528059,0.003656562,0.001180661,0.003322789,0.00220689,0.00023414,0.002465938,0.000597803,0.001215533,0.003711361,0.003043814,0.000767181,0.002092311,0.002520736,0.002705059,0.001494508,0.001394874,0.001514434,0.000871796,0.000981393,0.005519715,0.006331731,0.001653922,0.004030189,0.001922933,0.014765736,0.008528657,0.531,7.876666667,1131.666667,NA,NA,NA,NA,NA,NA,NA,825685755
"20191029L2","L2",20,"Closing-I",0.001386928,0.01301118,0.170906442,0.054155047,0.004075972,0.002160215,0.002509442,0.014013959,0.031335592,0.007573225,0.010222357,0.00750338,0.001791033,0.005388065,0.003761668,0.001656331,0.007293844,0.009863153,0.00147174,0.0091198,0.000109757,0.006854817,0.003776635,0.001227282,0.001371961,0.009643639,0.001526619,0.002489486,0.004280519,0.002255005,0.000518851,0.027429244,0.402254007,0.000214525,8.98011e-05,0.001067635,0.001322072,0.000738365,0.008526115,0.003098138,0.002025513,0.004634734,0.004599811,0.003577077,0.002070414,0.000409094,0.00080821,2.49447e-05,0.000314304,0.006610358,0.001147458,0.000139691,0.001067635,0.000229492,0.001287149,0.001107547,0.001252226,0.001207326,0.000199558,0.000708431,0.00023947,0.000269403,0.001820967,0.001142469,0.000409094,0.001591475,0.001526619,0.000718409,0.001910768,0.000748342,0.000828166,0.000628608,0.000628608,0.002389707,0.005707358,0.00104269,0.001272182,0.001082602,0.009339313,0.007243955,0.525,7.83,1132.666667,754,178,576,21.75,53.56758991,63.76849938,NA,1753853962
"20191030L2","L2",21,"Closing-I",0.001422624,0.007582337,0.174014396,0.004861881,0.002920123,0.001178033,0.000958399,0.003663881,0.01241926,0.001896832,0.004332764,0.009793645,0.000753741,0.004657222,0.001532441,0.00074875,0.007587329,0.00864057,0.001991674,0.009803628,9.98333e-05,0.003159723,0.00314974,0.004252898,0.000439266,0.002361057,0.000708816,0.001742091,0.002066549,0.000564058,0.000818633,0.058632084,0.441402857,0.0002396,0.000114808,0.000728783,0.001073208,0.000698833,0.001846916,0.003693831,0.001372708,0.004607306,0.01199996,0.010113111,0.001043258,0.000339433,0.00056905,5.99e-05,0.000259567,0.001377699,0.001043258,6.98833e-05,0.00086855,0.000134775,0.003374365,0.000618966,0.001093174,0.000878533,0.0002396,0.000668883,0.00050915,0.001183024,0.000294508,0.005291164,0.000923458,0.001033274,0.001472541,0.002141424,0.00050915,0.000459233,0.000384358,0.000184692,0.000504158,0.000379366,0.009094812,0.000908483,0.003823615,0.000928449,0.013387643,0.008650554,0.514666667,7.816666667,1149,NA,NA,NA,NA,NA,NA,0.25,425976694
"20191101L2","L2",23,"Closing-I",0.006951944,0.011709322,0.120128788,0.017949649,0.007564033,0.00338391,0.007593891,0.008161194,0.036894566,0.006314972,0.013645117,0.016486606,0.003687466,0.004916621,0.004578231,0.002095038,0.009260964,0.019870516,0.005444113,0.011853636,0.000338391,0.008340342,0.002990779,0.007389861,0.002239352,0.006429428,0.001328682,0.005065912,0.006618529,0.002224423,0.002727033,0.02675279,0.316475161,0.000836025,9.45504e-05,0.001428209,0.002259257,0.002508074,0.005384397,0.004060691,0.002134849,0.005384397,0.011719275,0.011405766,0.004946479,0.00105996,0.003836756,0.00014929,0.003617797,0.005628238,0.001990535,0.000731522,0.001398351,0.000905693,0.001373469,0.001343611,0.001622286,0.006767819,0.003234619,0.00126399,0.000641948,0.002990779,0.013212176,0.004797189,0.001020149,0.001886032,0.00135854,0.000338391,0.001512807,0.002901205,0.001109723,0.001726789,0.002592672,0.017551542,0.004085573,0.000965409,0.001612333,0.005782504,0.016810068,0.006130848,0.528,7.86,1142,696,118,578,22.25,53.69574204,59.46258785,NA,827138343
"20191104L2","L2",26,"Recycle-10%",0.00140789,0.007148898,0.113432168,0.012865032,0.004790806,0.001596935,0.000711407,0.00503955,0.023272474,0.002328242,0.008084175,0.005885279,0.000636784,0.001507388,0.002134222,0.001950152,0.010288045,0.013462017,0.002576986,0.013153574,0.00021392,0.006760858,0.001179046,0.001671559,0.000582061,0.003581911,0.000487538,0.00826327,0.003318243,0.001079548,0.000955176,0.055857918,0.435590269,0.000174121,0.000109447,0.000636784,0.003129198,0.001502413,0.003770957,0.004348042,0.000636784,0.00262176,0.003392866,0.01575046,0.001820805,0.000139297,0.000706433,7.9598e-05,0.000159196,0.003537137,0.002830705,6.46734e-05,0.0020198,0.000159196,0.002591911,0.000651709,0.002034725,0.003691359,0.000114422,0.00040794,0.000298493,0.000174121,0.010730809,0.001134272,0.000567136,0.003527188,0.002691408,0.000636784,0.000587035,0.001044724,0.000228844,0.000522362,0.00099,0.012347644,0.010551714,0.000716382,0.003228695,0.006283269,0.017695637,0.008686135,0.511,8.086666667,1172.333333,679,106,573,11.5,55.70345873,61.137109,NA,1251672975
"20191105L2","L2",27,"Recycle-10%",0.00308171,0.012132364,0.214547866,0.02249449,0.003645194,0.001730345,0.003091683,0.015258953,0.018540127,0.002872274,0.007694302,0.001944769,0.002837367,0.00103721,0.001206754,0.004423102,0.008083256,0.004328357,0.001700426,0.009803628,0.002119299,0.006497522,0.001316459,0.00184005,0.001351365,0.005425406,0.005869212,0.00328616,0.003515543,0.001042196,0.001141928,0.038900358,0.272975695,0.000388954,0.002902193,0.004622565,0.002996938,0.000867666,0.003854631,0.003380905,0.016959379,0.003764872,0.02288843,0.038247115,0.003904497,0.000623323,0.003685087,0.000777907,0.00080284,0.004871895,0.001755278,0.00018949,0.000538551,0.000309168,0.001625627,0.000463753,0.001166861,0.003106643,0.000553511,0.000334101,0.001032223,0.00043882,0.004822029,0.00144611,0.002224017,0.00105217,0.000757961,0.000518605,0.001171848,0.001625627,0.00102225,0.000698122,0.001316459,0.005849265,0.00372498,0.001540855,0.002174152,0.005978917,0.037808296,0.004198705,0.459333333,7.113333333,1213,893,326,567,27.75,67.29411065,73.15699481,NA,978239073
"20191106L2","L2",28,"Recycle-10%",0.002551785,0.004289595,0.083829375,0.02243673,0.00430957,0.004219683,0.001672892,0.009532988,0.024883647,0.005208437,0.01132573,0.005053632,0.001328326,0.001722829,0.000903861,0.002227194,0.011340711,0.003885105,0.007136009,0.006117292,0.000154805,0.00871402,0.001308351,0.006147254,0.001123584,0.004159759,0.002297106,0.000689132,0.003620438,0.00417474,0.000978767,0.08958712,0.446996784,0.000324591,0.000699119,0.001213471,0.000549308,0.002816451,0.010277051,0.00355552,0.00413479,0.003485608,0.006112299,0.007051116,0.004759004,0.000454427,0.000808981,6.49182e-05,0.000534327,0.01159539,0.003945029,0.000429459,0.001203484,0.000734075,0.003066137,0.000379522,0.004489343,0.000624213,0.000334578,0.000933823,0.000234704,0.001622955,0.000898867,0.004654136,0.000384516,0.000344566,0.000289635,0.000129836,0.000933823,0.000729081,0.001632942,0.000843937,0.001827697,0.001797735,0.005757745,0.000359547,0.004699079,0.000624213,0.012259553,0.004354513,0.463333333,8.265,1262.666667,761,190,571,27.5,61.13609238,69.07819136,NA,986749344
"20191107L2","L2",29,"Recycle-10%",0.004321573,0.004790658,0.089645192,0.055132492,0.003617945,0.001207645,0.001926244,0.016542742,0.014047607,0.001716653,0.00686162,0.002919307,0.001576925,0.001127801,0.00093318,0.002679774,0.011422726,0.006387544,0.015434902,0.00761016,0.000159689,0.007819751,0.000913219,0.028344728,0.002021059,0.01038475,0.003558062,0.001497081,0.00185638,0.001941215,0.000713608,0.088477469,0.400014971,0.000479066,0.00074355,0.001601876,0.001312441,0.003602974,0.003238685,0.004880483,0.001177703,0.003438295,0.004436349,0.005883527,0.001157742,0.001003044,0.000953141,4.99027e-05,0.000628774,0.004276661,0.003697789,0.000304406,0.000454114,0.000758521,0.001541993,0.000399222,0.002430261,0.000598832,0.000219572,0.001127801,0.000294426,0.006961425,0.000633764,0.011253057,0.000518988,0.001018015,0.000648735,0.000648735,0.001462149,0.000593842,0.000309397,0.000304406,0.000454114,0.001422227,0.004556116,0.000898248,0.001651779,0.000838365,0.014227257,0.011961675,0.547333333,7.873333333,1224.333333,668,102,566,20,55.54306492,67.04749216,NA,1134550173
"20191108L2","L2",30,"Recycle-10%",0.005140721,0.014229316,0.073162941,0.027101083,0.003748234,0.002036324,0.000938306,0.011159856,0.017777911,0.002999586,0.010156667,0.003603496,0.00171191,0.001477333,0.001187856,0.004272289,0.008444757,0.005520036,0.05402748,0.009822271,0.000219604,0.008404829,0.001078054,0.043506471,0.001756829,0.005909334,0.001402469,0.001312631,0.002485514,0.002660198,0.000678775,0.052410399,0.402463553,0.000868432,0.000184667,0.000658811,0.001432414,0.004591712,0.004017748,0.003598505,0.000863441,0.002730072,0.003413838,0.004042703,0.001172883,0.000593928,0.001167892,7.98559e-05,0.000873423,0.00417746,0.008744217,0.000299459,0.000479135,0.000613892,0.001122973,0.000688757,0.00186164,0.000489117,0.000319423,0.000913351,0.00024955,0.023307929,0.000394288,0.019579659,0.000334396,0.00146236,0.001372523,0.001577153,0.001317622,0.000439207,0.000514072,0.000314432,0.000583946,0.00105809,0.004701514,0.000394288,0.001227784,0.000554,0.013959803,0.010396235,0.549333333,7.896666667,1218.333333,684,114,570,20.75,58.42562523,68.69958642,NA,1625382816
"20191111L2","L2",33,"Recycle-10%",0.014894371,0.036998757,0.018269696,0.012038327,0.02054155,0.010605312,0.006266321,0.011454136,0.029404275,0.02248386,0.021655008,0.00394953,0.007239973,0.000868797,0.003639959,0.012223071,0.005267704,0.021934621,0.042226516,0.010740125,0.000843831,0.024735741,0.000988631,0.106307764,0.00569711,0.006965353,0.00488823,0.000828852,0.006770623,0.011049696,0.00361,0.138328415,0.021779835,0.006351204,4.99308e-06,0.003110692,0.001128437,0.007040249,0.019907428,0.001273237,0.002062144,0.011798659,0.022089406,0.013211702,0.005048009,0.00775426,0.005003071,0.000119834,0.002516515,0.00595675,0.00568213,0.001193347,0.003839682,0.001018589,0.010600319,0.004593638,0.005996695,0.002371715,0.00179751,0.001253264,0.009426944,0.004718465,0.000634122,0.041867014,0.005602241,0.000369488,0.000519281,0.000349516,0.002166999,0.004139267,0.002596404,0.00200722,0.002426639,0.000993624,0.002746197,0.000813873,0.007095173,0.000544246,0.008043859,0.001582808,0.507,7.84,1254.666667,NA,NA,NA,NA,NA,NA,NA,1371116760
"20191112L2","L2",34,"Recycle-10%",0.003377214,0.033532336,0.078210476,0.004586216,0.005245672,0.0013339,0.003067469,0.016985987,0.01666625,0.006259836,0.011570454,0.001673619,0.003277296,0.000644468,0.001838483,0.004431344,0.006364749,0.003282292,0.125331601,0.005945095,0.000454625,0.00847301,0.000599505,0.108590413,0.002063298,0.007608723,0.002148228,0.001199011,0.001578698,0.004041666,0.000469613,0.058291909,0.013958484,0.001209003,1.49876e-05,0.003292284,0.000704419,0.002802688,0.008677841,0.002697774,0.009517148,0.012779457,0.032807933,0.012754478,0.005250668,0.0018185,0.004401369,0.000714411,0.000804336,0.003007519,0.033407439,0.000984188,0.00560038,0.000604501,0.031179277,0.002068294,0.002427997,0.000959209,0.001318912,0.002098269,0.016251592,0.022626333,0.0004846,0.095970824,0.005555417,0.000194839,0.000294757,0.000264782,0.001169036,0.003347239,0.004576225,0.002183199,0.003661979,0.000774361,0.004561237,0.00073939,0.009092499,0.000674444,0.008577923,0.003991707,0.495333333,7.83,1270.333333,768,186,582,22.25,64.33422534,71.18624466,NA,895520502
"20191113L2","L2",35,"Recycle-10%",0.005062469,0.059950025,0.135022489,0.010994503,0.010344828,0.003438281,0.004292854,0.014697651,0.024147926,0.011094453,0.016011994,0.008995502,0.002523738,0.001999,0.003328336,0.006666667,0.002503748,0.013008496,0.007236382,0.006416792,0.000744628,0.0086007,0.002138931,0.056386807,0.002238881,0.007196402,0.002278861,0.003403298,0.005252374,0.006766617,0.000564718,0.061794103,0.005242379,0.005412294,2.49875e-05,0.004792604,0.002253873,0.002908546,0.015352324,0.000984508,0.02930035,0.017401299,0.062888556,0.042008996,0.002168916,0.003268366,0.005057471,0.000114943,0.00071964,0.006436782,0.00063968,0.000364818,0.001369315,0.001274363,0.009190405,0.003418291,0.00057971,0.001394303,0.000944528,0.001124438,0.010084958,0.003868066,0.000749625,0.041489255,0.007201399,0.001014493,0.001334333,0.00135932,0.001709145,0.002018991,0.00109945,0.001044478,0.002213893,0.00095952,0.002523738,0.00087956,0.004777611,0.001234383,0.045847076,0.002023988,0.481666667,7.903333333,1249.666667,NA,NA,NA,NA,NA,NA,NA,1287135069
"20191114L2","L2",36,"Recycle-10%",0.013220193,0.036554059,0.149507552,0.023643519,0.011751838,0.002012746,0.018963761,0.020302261,0.014923286,0.010018779,0.00811591,0.00639284,0.00572359,0.001812969,0.003051582,0.004350128,0.002492209,0.016566446,0.015712402,0.00521416,0.000444502,0.005483858,0.001962802,0.069012706,0.003201414,0.012376139,0.004799624,0.003396196,0.004629815,0.006093176,0.000998881,0.052636048,0.003091537,0.003750799,9.98881e-06,0.006962202,0.002057695,0.002906744,0.012930518,0.000918971,0.028947579,0.033047986,0.050888005,0.031584625,0.002407304,0.004629815,0.004534921,0.000119866,0.00159821,0.004085424,0.003101526,0.000609318,0.002102645,0.000769139,0.011367269,0.004335145,0.001013864,0.002452253,0.003146476,0.001578232,0.00971412,0.005668651,0.001273574,0.052186551,0.00693723,0.000774133,0.000799105,0.000923965,0.002557136,0.002552142,0.001238613,0.001048825,0.002637047,0.001408423,0.001563249,0.001143719,0.005349009,0.001543272,0.030181197,0.002157584,0.465333333,7.866666667,1229.666667,NA,NA,NA,NA,NA,NA,0.233333333,1252225590
"20191115L2","L2",37,"Recycle-10%",0.022323635,0.051362835,0.128913876,0.032739002,0.010480275,0.002766114,0.030691878,0.026407897,0.01796476,0.005652059,0.009097218,0.012033094,0.007634274,0.002251836,0.00329537,0.005906701,0.002052117,0.033333167,0.00677548,0.005477304,0.000494306,0.005841792,0.00234171,0.063805353,0.004004374,0.019322851,0.006560782,0.004987992,0.005482297,0.007843979,0.001762524,0.041132209,0.001812454,0.004713378,2.99579e-05,0.007005158,0.002132005,0.002471528,0.003545019,0.00066906,0.021974126,0.025479202,0.033872409,0.025384335,0.002975819,0.004803251,0.006001568,0.000134811,0.002451556,0.002836015,0.001013576,0.000873772,0.00185739,0.001123422,0.010635058,0.003050714,0.00100359,0.003485103,0.005452339,0.001997194,0.008682801,0.00582182,0.001697615,0.045201492,0.006785466,0.000923702,0.000723983,0.000489313,0.00372976,0.003255426,0.001283197,0.00133812,0.003764711,0.002211892,0.00190732,0.002251836,0.005886729,0.00229178,0.039045142,0.002970826,0.456666667,7.92,1229.666667,741,298,443,22.25,63.66675894,71.10996278,NA,1660860699
"20191118L2","L2",40,"Recycle-10%",0.033702814,0.021034912,0.081037609,0.036949713,0.008037324,0.001098951,0.073689626,0.044592414,0.008372005,0.002997138,0.003666498,0.005694562,0.014646013,0.001988101,0.002033058,0.003396756,0.002552562,0.019451424,0.010864624,0.004385812,0.000899141,0.003401751,0.001698378,0.056391146,0.007512825,0.038852895,0.013691924,0.007597744,0.002527586,0.012368188,0.001663411,0.070752431,0.001908178,0.004915306,4.99523e-06,0.00566459,0.001598473,0.004255936,0.0027224,0.000944098,0.014496156,0.030016334,0.031335075,0.021719258,0.004181007,0.004835382,0.011723804,0.000159847,0.003641522,0.00141365,0.002622496,0.003921255,0.003856317,0.00194814,0.01576994,0.004360835,0.001243812,0.00326688,0.013686929,0.001608464,0.01000045,0.003181961,0.001583488,0.029247069,0.007158164,0.000674356,0.000269742,0.0001049,0.00717315,0.004096088,0.001558512,0.001763316,0.003761408,0.001788292,0.001428636,0.00184324,0.006883426,0.00152854,0.019441433,0.002182915,0.449,7.863333333,1272,NA,NA,NA,NA,NA,NA,NA,1069878429
"20191119L2","L2",41,"Recycle-10%",0.008799745,0.026583705,0.112965788,0.005853201,0.006735669,0.001505679,0.003769182,0.031978223,0.008799745,0.004023453,0.004287694,0.006645926,0.00526489,0.002203675,0.002333303,0.00367944,0.004118181,0.025262497,0.043011557,0.00364454,0.000593297,0.002951529,0.002856801,0.076176374,0.005678702,0.014593118,0.002034162,0.03253662,0.003519898,0.013426466,0.001101838,0.058561927,0.001181609,0.003893825,4.98569e-06,0.005399503,0.008400889,0.00360964,0.003664483,0.001899548,0.012319643,0.013566065,0.01788866,0.026832989,0.004531993,0.006247071,0.009537627,0.000339027,0.001281323,0.002298404,0.009866683,0.002393132,0.003400241,0.002218633,0.01139729,0.006072572,0.001725049,0.004108209,0.001495707,0.003789125,0.007333952,0.008889487,0.002727173,0.06604545,0.005429418,0.006885239,0.006441513,0.001670207,0.011781188,0.004846092,0.001959377,0.002447974,0.007284095,0.00339027,0.004312623,0.003325456,0.007837506,0.006446499,0.044098437,0.004387408,0.496,7.94,1271,772,238,534,24.5,64.238873,73.23988913,NA,1210258428
