"Sample","Reactor","Time","Phase","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","OD","pH","EC","CODt","CODs","CODb","Ammonium","PHOs","PHOt","Dry_weight","Cell_number"
"20200114L3","L3",97,"Closing-II",0.067936071,0.011027449,0.032348847,0.016341581,0.056828785,0.006342031,0.002804265,0.010084377,0.012579275,0.00685598,0.01222001,0.008677255,0.015662969,0.001751418,0.004106602,0.003862102,0.115758274,0.017284653,0.09899755,0.050366999,0.000618735,0.029005683,0.001985939,0.047063755,0.010199143,0.005982765,0.001626673,0.004276255,0.002634612,0.002579724,0.012544347,0.023691551,0.000224541,0.00267952,1.49694e-05,0.001481969,0.00194602,0.016596061,0.002799275,0.038635989,0.003966888,0.00342799,0.001137673,0.001551827,0.007374918,0.00219052,0.004306194,0.001452031,0.007614428,0.002594694,0.030687245,0.003138582,0.00488501,0.005498755,0.003018826,0.007988663,0.004126561,0.002365163,0.002295306,0.004286235,0.000748469,0.006486735,0.001367204,0.024125663,0.000568837,0.002719439,0.003797235,0.005418918,0.002135633,0.004326153,0.003018826,0.002130643,0.002060786,0.002574735,0.000289408,0.000603765,0.001791337,0.00074348,0.004735316,0.001467,0.43,7.746666667,1095.666667,657,80,577,10.25,52.15979351,61.11795426,NA,898899348
"20200115L3","L3",98,"Closing-II",0.037068996,0.005162326,0.000174571,0.007441731,0.007322024,0.009706171,0.006204767,0.012638971,0.018743984,0.010534139,0.033732187,0.013481902,0.010898245,0.002962727,0.003521355,0.001700824,0.099231387,0.00693298,0.019292637,0.081574734,0.000379069,0.080033518,0.001845469,0.001152171,0.006050147,0.005626188,0.002503853,0.009651306,0.00357622,0.016299984,0.001920286,0.001635984,9.97551e-06,0.006883102,0,0.001416522,0.003062482,0.156944701,0.003975241,0.086392905,2.49388e-05,0.003391673,0.001321755,0.001750702,0.004803208,0.00473338,0.004987755,0.0002444,0.004179739,0.006119975,0.006030196,0.005167314,0.005072547,0.012539216,0.00302258,0.002618571,0.003616122,0.00186542,0.002114808,0.0051324,0.001027478,0.000114718,0.001122245,0.000204498,0.000623469,0.005052596,0.006748433,0.011995551,0.004094947,0.003127322,0.00180058,0.001640971,0.002149722,0.00180058,2.99265e-05,0.000633445,0.001805567,0.00088782,0.006663641,0.000309241,0.413333333,7.846666667,1095,NA,NA,NA,NA,NA,NA,NA,931585210
"20200116L3","L3",99,"Closing-II",0.060372729,0.006488099,5.98441e-05,0.003336309,0.011973808,0.011515003,0.001830232,0.01850679,0.030934416,0.012223159,0.03386179,0.022152293,0.013260457,0.005026905,0.002029713,0.001082181,0.040339915,0.006293605,0.018571621,0.034904075,0.000753038,0.076884715,0.004682801,0.007131423,0.005540567,0.006084151,0.001381401,0.009874278,0.006632722,0.025732966,0.002473556,0.02122471,9.97402e-06,0.006059216,0,0.002907426,0.00441849,0.174530348,0.007615163,0.072635784,4.98701e-06,0.002014752,0.00058348,0.000787947,0.006941916,0.005475736,0.01073703,0.000413922,0.006228774,0.011669601,0.010811835,0.004243945,0.002922387,0.012462535,0.001695583,0.003680413,0.017494427,0.003570698,0.003261504,0.002453608,0.000448831,0.00019948,0.001521038,0.000269298,0.000329143,0.004483321,0.004722697,0.008797084,0.006587839,0.004742645,0.002368829,0.002104518,0.001875115,0.002548362,3.98961e-05,0.001545973,0.001251739,0.001615791,0.003386179,0.000254337,0.412666667,7.823333333,1103.666667,NA,NA,NA,NA,NA,NA,0.3,1552050806
"20200117L3","L3",100,"Closing-II",0.068746882,0.028105358,0.112087199,0.024144468,0.114990522,0.006310486,0.004798962,0.011738003,0.043859124,0.007213409,0.012820513,0.006993914,0.014356979,0.001551432,0.015100269,0.005766737,0.009348498,0.040551731,0.014820912,0.005741794,0.000189564,0.016941036,0.003023047,0.051696099,0.010381123,0.007572583,0.002623965,0.00399581,0.004539559,0.005038412,0.022428415,0.00930859,0.000543749,0.002958196,4.98853e-06,0.00263893,0.00176095,0.007777113,0.004369949,0.004679238,0.020642522,0.003686521,0.00193056,0.002813529,0.009742592,0.003816223,0.004689215,0.000149656,0.00809139,0.008535369,0.004220293,0.002454355,0.004424823,0.006155842,0.003611693,0.018352789,0.000972763,0.004769031,0.001970468,0.002658885,0.00111743,0.011318966,0.003062955,0.033118827,0.000907912,0.001531478,0.001601317,0.00155642,0.002244837,0.006929063,0.004654295,0.004594433,0.005387609,0.005252918,0.000533772,0.000872992,0.002983139,0.001721042,0.010211514,0.00189564,0.419333333,7.89,1141,672,212,460,20.5,55.74194129,59.25709827,NA,1737358404
"20200120L3","L3",103,"Closing-II",0.077415588,0.014691645,0.016937311,0.07379258,0.007770004,0.012880141,0.002674838,0.045946324,0.111220345,0.007265977,0.070768417,0.006048327,0.01894843,0.001826475,0.003109,0.016288563,0.007784975,0.006991506,0.003747767,0.006422604,4.99037e-05,0.032592097,0.00135738,0.005309752,0.013014881,0.024427854,0.010305111,0.008368848,0.004371563,0.015964189,0.001771581,0.015380316,0.014467079,0.003992295,0.00081842,0.006397653,0.004695937,0.00933698,0.008084397,0.005898616,0.00337848,0.002180791,0.000973122,0.00284451,0.016737696,0.005130099,0.011672472,3.99229e-05,0.007260986,0.047298713,0.001237611,0.003054106,0.003802661,0.007290929,0.004137016,0.003752757,0.000853353,0.010140429,0.001242602,0.002999212,0.000903257,0.000259499,0.004945455,0.001726668,0.000778497,0.002355454,0.001512082,0.001571966,0.010175362,0.0125907,0.00609823,0.007375765,0.007570389,0.009292066,0.000339345,0.003138942,0.003667921,0.002894414,0.010933898,0.000459114,0.352666667,7.873333333,1184.333333,NA,NA,NA,NA,NA,NA,NA,1928105313
"20200121L3","L3",104,"Closing-II",0.068444914,0.044065497,0.015950363,0.076290418,0.019381836,0.011486456,0.014179763,0.038748709,0.109213604,0.016134905,0.02087313,0.010678464,0.021017771,0.001456381,0.007536272,0.005820536,0.0147284,0.021985366,0.002753158,0.006613565,0.000159603,0.024259715,0.001785563,0.001316728,0.020060151,0.017516472,0.010987696,0.01129194,0.010518861,0.007990144,0.007017561,0.001152137,0.006922797,0.00449882,0.000887794,0.005725771,0.003635965,0.015566318,0.011536332,0.010593675,0.003241944,0.00402001,0.002693307,0.004997581,0.014060061,0.005840486,0.007910343,6.48389e-05,0.006628528,0.012439089,0.000573575,0.00400006,0.008259475,0.007606099,0.005845474,0.014927904,0.000997521,0.007890392,0.002693307,0.004818027,0.001825464,0.000733178,0.004608548,0.001885315,0.001586059,0.002533704,0.001446406,0.001057372,0.007990144,0.01249894,0.007281904,0.007007586,0.008319326,0.007815578,0.000773079,0.002189559,0.005491354,0.003002539,0.019421737,0.000922707,0.33,8.126666667,1174,595,162,433,28,58.11453269,63.20211297,NA,1010164431
"20200122L3","L3",105,"Closing-II",0.073629368,0.071428571,0.008937929,0.066003932,0.008443872,0.008408939,0.026619157,0.034379335,0.096984759,0.010325279,0.027976565,0.014666986,0.026100149,0.003139005,0.008773243,0.015156052,0.015445499,0.015445499,0.001821521,0.013663902,0.000294438,0.020276272,0.00362807,0.00052899,0.024528151,0.023310477,0.011687677,0.008553663,0.005210049,0.005554391,0.004885668,0.000394247,0.004980487,0.00404727,0.002145901,0.004770888,0.002185825,0.009846194,0.00553942,0.010025851,0.002834586,0.003223842,0.001971235,0.006173209,0.017152239,0.006098352,0.008793205,0.000174666,0.009207414,0.007116408,0.000828418,0.00415207,0.01001587,0.005554391,0.008194349,0.014142987,0.001192722,0.007850006,0.00383767,0.005239992,0.002315577,0.000444152,0.004022317,0.000523999,0.001911349,0.001661826,0.001522093,0.000793484,0.005883762,0.011657734,0.008159416,0.008229282,0.010215488,0.006981665,0.000299428,0.001841483,0.007171303,0.002091006,0.022237526,0.000548952,0.330333333,7.82,1164.333333,NA,NA,NA,NA,NA,NA,NA,2380870677
"20200123L3","L3",106,"Closing-II",0.042289004,0.082772107,0.00162132,0.050350704,0.007358297,0.010351502,0.007208636,0.020962415,0.08570046,0.010381434,0.027332954,0.029592824,0.020613208,0.003990941,0.005327906,0.033409161,0.022464007,0.01710118,0.002504315,0.029039081,0.000518822,0.036217786,0.002903409,0.000139683,0.031922536,0.010980075,0.005567362,0.007253534,0.00346713,0.007048999,0.002843545,0.000179592,0.00056372,0.005712034,0.0002644,0.004689355,0.001930617,0.0161234,0.003247628,0.016243128,0.000618596,0.005472577,0.002065312,0.006200924,0.027392818,0.005931535,0.009498439,0.000274377,0.005447634,0.005527453,0.001701138,0.005931535,0.01333473,0.00896465,0.011458988,0.008735171,0.002085266,0.010795494,0.001586399,0.009408642,0.002958285,0.00014966,0.005791852,6.48528e-05,0.002170074,0.002130165,0.002414519,0.001406807,0.003931076,0.017974199,0.012676225,0.011209554,0.012037674,0.008869865,6.48528e-05,0.001501591,0.009283925,0.002025402,0.016467619,0.000533788,0.327,7.763333333,1137.666667,NA,NA,NA,NA,NA,NA,0.3,2329872207
"20200124L3","L3",107,"Closing-II",0.039337371,0.050970328,0.0006141,0.06129021,0.009795649,0.007668765,0.006465528,0.018033581,0.087721488,0.00698976,0.030395471,0.03610211,0.021034185,0.004723081,0.005432042,0.049462537,0.020260319,0.029436875,0.002061979,0.041828721,0.000649049,0.039062773,0.003175348,0.000104846,0.026201615,0.012586561,0.008647332,0.004673154,0.004508395,0.008667302,0.002586211,0.000194715,0.000908669,0.006270813,0.000234656,0.003999141,0.00174744,0.015637092,0.004887839,0.014413884,0.000344495,0.009575971,0.003255231,0.006839979,0.022372225,0.005197386,0.009556,8.98683e-05,0.003869331,0.008527507,0.00154274,0.006984767,0.011697863,0.01089404,0.011263499,0.00619093,0.002066972,0.008622368,0.001098391,0.01135836,0.0035498,8.48757e-05,0.004118966,5.99122e-05,0.002611175,0.001178274,0.001353018,0.000988552,0.002556255,0.015257648,0.010230013,0.009780671,0.009925459,0.007019716,8.98683e-05,0.001168288,0.009041754,0.001632608,0.016126375,0.000753896,0.352333333,7.76,1116.333333,648,154,494,14.75,57.78888289,59.66648658,NA,2515171911
"20200127L3","L3",110,"Closing-II",0.011993988,0.157489751,0.00055426,0.022350163,0.007005647,0.008094194,0.005627487,0.074121048,0.101714212,0.013666755,0.081760849,0.016707695,0.013222348,0.004588874,0.018455362,0.02618005,0.017316882,0.008793261,0.00155792,0.015324542,0.000199733,0.039242611,0.008014301,0.001013647,0.009257641,0.015898775,0.005702387,0.014930068,0.005163107,0.014410762,0.003859847,0.00050932,5.49267e-05,0.005427754,1.498e-05,0.016672742,0.011180075,0.016298242,0.010181408,0.011564561,0.00020972,0.004763641,0.001248333,0.001143473,0.007205381,0.005552587,0.014051242,0.00011984,0.001188413,0.023738309,0.00040446,0.003829887,0.004144467,0.007909441,0.003060914,0.003665107,0.002406787,0.004214374,0.001493007,0.007694728,0.000664113,0.0002247,0.00199234,0.000439413,0.000454393,0.0032956,0.00340046,0.00271138,0.011789261,0.007634808,0.002631487,0.00226198,0.00221704,0.00308588,9.48733e-05,0.0015729,0.00173768,0.0015729,0.002931087,0.000684087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20191010L4","L4",1,"Closing-I",0.003224127,0.003053909,0.000335429,0.005066485,0.000500641,0.001987544,0.00341437,0.001411807,0.005932594,0.003894986,0.010238105,0.000816045,0.020300985,0.000315404,0.000200256,0.00168716,0.007514619,0.000315404,0.002368031,0.005446972,0.000325417,0.01103913,0.000685878,0.000545698,0.025647829,0.003799864,0.003814883,4.50577e-05,0.000100128,0.005426946,0.000670859,0.000540692,0.000190244,0.019620114,0.000190244,0.004350569,0.00032041,0.014653757,0.00110141,0.007739907,0.000330423,0.01045338,0.029202379,0.045292975,0.03228132,0.011219361,0.012325777,0.000275352,0.001436839,0.003649672,0.000846083,0.033192486,0.064282281,0.05210169,0.109565244,0.002498198,0.004115268,0.009572252,0.000740948,0.011995354,0.036381568,0.000996275,0.004120274,0.000160205,0.023735381,0.000230295,8.01025e-05,0.000120154,4.50577e-05,0.019900473,0.020426145,0.021998158,0.034899672,0.010037848,0.000140179,0.00090616,0.025682874,0.000620795,0.05016421,0.000395506,0.58,7.8,1064.666667,809,269,540,10.5,49.07926224,50.30058951,NA,825834526
"20191011L4","L4",2,"Closing-I",0.007603478,0.00731816,0.000315352,0.006146854,0.001516691,0.001501674,0.009230292,0.000795887,0.004570096,0.005195793,0.011457775,0.006937736,0.037802149,0.001781987,0.00198221,0.001977205,0.005270877,0.011337641,0.001126256,0.010121285,0.00086096,0.006532283,0.001681875,0.000730815,0.032436166,0.001862076,0.006662429,4.50502e-05,0.000850949,0.00650225,0.000936044,0.000320357,0.000145162,0.022670277,0.000140156,0.003819258,0.00012514,0.021649139,0.00267298,0.011097374,0.000315352,0.016658574,0.030739274,0.02557852,0.032606356,0.013359896,0.010957217,0.000380424,0.005315927,0.003684108,0.00146163,0.034948968,0.078112095,0.064256646,0.093664436,0.003889337,0.000765854,0.008764773,0.005080665,0.016993948,0.021894412,0.001256401,0.003779214,0.000140156,0.016563468,0.000105117,1.50167e-05,3.00335e-05,7.50837e-05,0.017239222,0.01821531,0.02256516,0.027625803,0.007843746,0.000130145,0.000540603,0.019236449,0.000455508,0.028541824,0.000255285,0.417,8.256666667,1232.666667,2676,NA,NA,33.5,55.18589856,57.35714703,NA,838538001
"20191012L4","L4",3,"Closing-I",0.046098443,0.006619647,0.00156401,0.037476465,0.03491129,0.0145692,0.005060618,0.010320473,0.050601197,0.051846428,0.044225616,0.028192025,0.017791857,0.002784336,0.005065599,0.005000847,0.00652999,0.087963101,0.00922467,0.009379078,0.000976261,0.029183228,0.001823018,0.004413098,0.016262714,0.012855762,0.014633952,0.00010958,0.016367313,0.044743632,0.006704322,0.003028401,0.000184294,0.009219689,7.47138e-05,0.008801291,3.98474e-05,0.01084347,0.046596535,0.004627278,0.000393493,0.003685883,0.002903878,0.004472869,0.007561041,0.028914258,0.007252224,0.001075879,0.006863712,0.051682058,0.008487493,0.004019605,0.005982089,0.005743004,0.005279778,0.029970214,0.002854069,0.002933764,0.001379716,0.003267486,0.001862865,0.002585099,0.000981242,0.001798113,0.001524162,5.97711e-05,4.98092e-06,1.49428e-05,0.000946375,0.004721915,0.00296863,0.002734527,0.002953687,0.00140462,0.000278932,0.000871662,0.0032376,0.00032376,0.009508582,0.000891585,0.306666667,7.93,1246.333333,735,135,600,NA,NA,NA,NA,NA
"20191013L4","L4",4,"Closing-I",0.091644568,0.003301022,0.000314621,0.079629047,0.056776584,0.018632548,0.009758241,0.021354268,0.012869492,0.06700426,0.044451436,0.011591033,0.02409097,0.000983815,0.001762876,0.000993802,0.004194945,0.079698963,0.008344944,0.008309986,0.000204753,0.035731943,0.000544344,0.003141215,0.01190066,0.022043438,0.022323101,0.000169795,0.012824546,0.021618949,0.011181526,0.001273465,2.99639e-05,0.00549338,4.49458e-05,0.011915642,0.000104874,0.009293801,0.026418166,0.002656799,5.99278e-05,0.001063718,0.000634236,0.00225728,0.009933031,0.015026893,0.011111611,0.00061426,0.016005713,0.030083749,0.007086461,0.001653008,0.002097473,0.002951444,0.00169296,0.040810823,0.002297232,0.004209927,0.001418291,0.00120355,0.000599278,0.001563116,0.001373345,0.001258484,0.000574308,3.49579e-05,0,4.99398e-06,0.000574308,0.008669553,0.002756678,0.002591877,0.003151203,0.0017429,4.99398e-05,0.001188568,0.001772864,0.000519374,0.010327555,0.000214741,0.286666667,8.073333333,1221.333333,677,185,492,NA,NA,NA,NA,NA
"20191014L4","L4",5,"Closing-I",0.05934134,0.028401711,0.001568714,0.148153514,0.054025699,0.004521293,0.042789912,0.023655602,0.024974521,0.020523171,0.034391799,0.009442257,0.017016047,0.001373873,0.004706141,0.006065027,0.005775264,0.106857377,0.017725465,0.008033413,0.000699426,0.015342419,0.002482964,0.008777802,0.008208269,0.035515877,0.01725585,0.000119902,0.013204173,0.01114586,0.010491397,0.002313103,3.99672e-05,0.002547911,2.99754e-05,0.003352251,8.49304e-05,0.003991727,0.019104334,0.003527108,0.000274775,0.00154873,0.000599508,0.001703603,0.004746108,0.007079195,0.008542995,0.002687796,0.009052577,0.028186887,0.013568874,0.00135389,0.00215823,0.001678624,0.001508763,0.021727184,0.004940948,0.001913431,0.001823505,0.001713595,0.000434644,0.007873544,0.000674447,0.003741932,0.000454627,6.99426e-05,1.49877e-05,2.99754e-05,0.000239803,0.003876821,0.001788533,0.001688615,0.002617853,0.001253972,7.49386e-05,0.00052457,0.001214005,0.000274775,0.010491397,0.000459623,0.313666667,8.076666667,1212.666667,606,164,442,29,56.67863188,60.28833246,NA,1537185462
"20191015L4","L4",6,"Closing-I",0.008700951,0.17608687,0.008476185,0.005554224,0.00437545,0.004400424,0.003051826,0.00140354,0.019989211,0.01040418,0.076410533,0.004700112,0.004420403,0.001208743,0.003796052,0.063184288,0.013291177,0.01374071,0.065656717,0.051196755,0.001783146,0.016892432,0.003581275,0.048639415,0.006693039,0.001708223,0.003021857,0.000104891,0.002642252,0.01938484,0.002362543,0.012252258,0.000104891,0.012467034,3.99584e-05,0.002767122,0.000139855,0.004205626,0.003521338,0.003636218,0.002387517,0.001898026,0.001733197,0.002217694,0.004360465,0.010314273,0.00373112,0.011697834,0.001868057,0.008161512,0.085995565,0.002392512,0.00359626,0.001513426,0.003386478,0.004969831,0.017032286,0.002617278,0.000739231,0.001468473,0.001073883,0.052939942,0.001253696,0.013995445,0.000899065,0.000169823,4.49532e-05,0.000214777,0.000139855,0.002657236,0.002127787,0.00219272,0.002292616,0.001443499,9.49013e-05,0.000204787,0.002207704,0.000414569,0.005289499,0.000294694,0.268666667,7.953333333,1244.666667,599,153,446,15.5,57.5380844,64.23276717,NA,NA
"20191016L4","L4",7,"Closing-I",0.116911857,0.051802083,0.002872343,0.009276419,0.007538027,0.010770038,0.002542648,0.003366886,0.007153383,0.024212603,0.013397607,0.003676599,0.036731024,0.000739316,0.001373729,0.016135075,0.006244224,0.014436646,0.03240003,0.019771711,0.000684367,0.027194845,0.000809251,0.030826486,0.026030921,0.003886405,0.005280116,0.000219797,0.002397782,0.069685541,0.00507031,0.009101581,0.000234783,0.007298249,9.49122e-05,0.003796488,0.000199815,0.013457552,0.003057172,0.002672528,0.001463646,0.001478632,0.000824238,0.001598521,0.007343208,0.098024327,0.005784649,0.00033469,0.014696406,0.002143018,0.021674951,0.001813323,0.003052177,0.005405,0.00256263,0.082543647,0.017204086,0.002772435,0.001143942,0.004241077,0.000674376,0.011938956,0.001098983,0.009076604,0.000549492,0.000134875,5.99446e-05,0.000419612,0.00033469,0.004176137,0.002437745,0.002427754,0.002402777,0.001798337,0.000124884,0.000494543,0.002023129,0.000519519,0.005035342,0.000354672,0.240333333,7.91,1242.333333,NA,NA,NA,NA,NA,NA,NA,393180310
"20191017L4","L4",8,"Closing-I",0.032530644,0.003343011,0.012027843,0.005986438,0.01623534,0.004812137,0.002313623,0.00176395,0.007365617,0.007945273,0.002298632,0.003263058,0.00989911,0.001064367,0.002348603,0.000634622,0.022796436,0.037542662,0.085988837,0.016495185,0.00018489,0.031471275,0.000854492,0.040710777,0.019138613,0.003358002,0.002928258,0.000374777,0.005996432,0.078608228,0.004527306,0.016200361,0.000824509,0.021757055,0.000189887,0.001853897,0.000459726,0.057430829,0.004332422,0.004682214,0.001089352,0.002843308,0.002088757,0.004582274,0.0119329,0.014176565,0.005936468,0.000764545,0.003108151,0.001539084,0.173037043,0.007185724,0.007535516,0.01415158,0.005706605,0.003727782,0.010059015,0.003527901,0.001069364,0.003887687,0.001793933,0.006391197,0.002243665,0.00406758,0.00161404,0.000354789,0.000274836,0.001693992,0.000584652,0.005691613,0.004632244,0.004077574,0.004717193,0.003128139,0.000259845,0.000399762,0.004617253,0.000734563,0.009234505,0.000649613,0.238333333,7.926666667,1263,NA,NA,NA,NA,NA,NA,0.1,367788966
"20191018L4","L4",9,"Closing-I",0.011177607,0.007433482,0.019875727,0.001832231,0.009439975,0.016818689,0.002394846,0.000472995,0.005422011,0.005850195,0.053791922,0.016644428,0.002713495,0.002967418,0.002922608,0.001633076,0.035628933,0.025247949,0.03434438,0.053209392,0.023415717,0.176969649,0.002270374,0.022594201,0.005616187,0.000866327,0.000423206,0.00017924,0.00201645,0.008299809,0.005043615,0.000831475,0.000194177,0.009350354,0.000149367,0.00022405,0.000234008,0.061758145,0.002280331,0.010709591,0.008503943,0.006104119,0.003435434,0.002718474,0.003520075,0.006273401,0.001533498,0.054120529,0.001394089,0.002559149,0.049445352,0.004625388,0.004963953,0.006218633,0.003470286,0.002718474,0.001578308,0.002743368,0.000632319,0.007050108,0.001414005,0.080090417,0.000393332,0.001055525,0.001060503,0.000263881,9.45989e-05,0.003953238,0.000169282,0.001155102,0.001199912,0.000841432,0.000990799,0.001583287,0.000194177,0.000622361,0.001648012,0.000876285,0.004237035,0.000707002,0.291,7.876666667,1248.333333,710,205,505,37.5,59.52839549,60.14358256,NA,NA
"20191021L4","L4",12,"Closing-I",0.009517668,0.011962069,0.021624702,0.004193972,0.018115562,0.007128254,0.008227984,0.00069483,0.086823728,0.0481632,0.008952807,0.067423481,0.003244205,0.003094242,0.00567361,0.001839549,0.063949332,0.055541392,0.00714325,0.008787847,0.001159716,0.090967713,0.002769322,0.032482042,0.004598873,0.002644352,0.001629601,3.99902e-05,0.03502142,0.005173732,0.003004264,0.000629846,0.002434404,0.00469385,0.01016251,0.000434893,6.99829e-05,0.046323651,0.022349524,0.006313453,0.006628376,0.003599118,0.003094242,0.004838814,0.002989268,0.003664102,0.003654105,0.008118011,0.001294683,0.025563737,0.006903309,0.002544377,0.00314423,0.00910277,0.002889292,0.004713845,0.00097976,0.000954766,0.000839794,0.004703848,0.001364666,0.088738259,0.000264935,0.003659104,0.001164715,5.49865e-05,4.99878e-06,4.99878e-06,5.99853e-05,0.00130468,0.001359667,0.001314678,0.001814555,0.000374908,0.000299927,0.000114972,0.001984514,8.49792e-05,0.010877335,0.000439892,0.319333333,7.87,1157.666667,NA,NA,NA,NA,NA,NA,NA,2745675522
"20191022L4","L4",13,"Closing-I",0.014480383,0.004167915,0.008785065,0.01782969,0.135874014,0.018518519,0.005066387,0.003444145,0.055924928,0.088819008,0.004212838,0.007926525,0.002860138,0.000339423,0.007791754,0.00280024,0.008410702,0.0314116,0.025716282,0.037571129,0.002036538,0.042138365,0.000983328,0.002480783,0.003249476,0.004132974,0.002061495,2.99491e-05,0.073714685,0.014475392,0.0051762,0.002640511,0.000803634,0.00748228,0.000409304,0.000554058,1.49745e-05,0.01348208,0.131960667,0.001866826,0.00085854,0.000998303,0.000798642,0.001232904,0.002660477,0.004796845,0.001567336,0.006104622,0.001527403,0.032719377,0.042927024,0.001177997,0.001612259,0.003254467,0.001442548,0.034386543,0.000334431,0.001128082,0.00039433,0.000953379,0.000569033,0.006249376,0.00039433,0.002296097,0.000389338,4.99151e-06,1.49745e-05,0,4.99151e-05,0.001791954,0.001018269,0.001043227,0.001267845,0.000778676,0.000104822,7.48727e-05,0.001018269,7.48727e-05,0.003119697,0.000294499,0.34,7.86,1168.333333,729,480,249,25.25,58.84988035,63.18333041,NA,2742012474
"20191023L4","L4",14,"Closing-I",0.01650386,0.009163814,0.006345717,0.040052964,0.092232743,0.017528168,0.003617558,0.008819047,0.045973968,0.085462313,0.00677043,0.007609863,0.002813101,0.000409723,0.005301422,0.000594599,0.002743148,0.025467809,0.012521548,0.003662528,0.000899393,0.078462038,0.000579609,0.006600545,0.003047943,0.008224448,0.00588103,5.99595e-05,0.049301721,0.053418942,0.002888051,0.001459015,0.001768806,0.015594474,0.000629575,0.001254153,1.49899e-05,0.029245259,0.139340945,0.000789467,0.000709521,0.000649562,0.000394734,0.000719514,0.001973668,0.005166513,0.002028631,0.006040922,0.001758813,0.037329802,0.015824319,0.001224174,0.001019312,0.007434981,0.000734504,0.033337497,0.000299798,0.000749494,0.000364754,0.000664551,0.000279811,0.023249307,0.000269818,0.001449022,0.000264821,1.49899e-05,0,0,0.000129912,0.000909386,0.000809454,0.000559622,0.000734504,0.000309791,0.000144902,0.000209858,0.000749494,0.000124916,0.002083594,0.000274815,0.336333333,7.85,1168.333333,NA,NA,NA,NA,NA,NA,NA,1893619200
"20191024L4","L4",15,"Closing-I",0.004470552,0.011573484,0.020789315,0.000564438,0.016953132,0.041943266,0.001158847,5.99404e-05,0.042063147,0.04578944,0.010354697,0.00414088,0.001733275,0.00088412,0.001213792,0.004650373,0.025314812,0.006048981,0.024365756,0.013601467,0.004135885,0.268407934,0.000724279,0.023996124,0.002657356,0.000139861,0.000274727,4.99503e-06,0.015989091,0.019560537,0.001198807,0.001538469,0.005324702,0.011193862,0.000674329,0.000279722,2.99702e-05,0.054575697,0.034735438,0.002792222,0.002707306,0.002117893,0.002072937,0.003796223,0.001753256,0.003576441,0.001178827,0.022727386,0.00086414,0.031183972,0.026133997,0.001398608,0.001453554,0.018686407,0.001438569,0.007522515,0.000919086,0.000559443,0.000509493,0.002012997,0.00076424,0.067822517,0.000124876,0.003002013,0.001004001,1.49851e-05,0,0,0,0.000899105,0.001043961,0.001298708,0.002008002,0.000344657,0.000949056,1.99801e-05,0.001723285,4.49553e-05,0.004385636,0.000944061,0.311,7.78,1207,NA,NA,NA,NA,NA,NA,0.25,977281250
"20191025L4","L4",16,"Closing-I",0.015879274,0.037717018,0.013389092,0.021313758,0.068961559,0.014412113,0.008194144,0.004925469,0.076062818,0.086492637,0.011667424,0.010928853,0.004336609,0.001028011,0.001726659,0.012590637,0.006492437,0.018164851,0.010704287,0.015000973,0.001581939,0.025360927,0.003143917,0.00870815,0.004890537,0.006642147,0.004331618,5.98841e-05,0.060018863,0.018743731,0.003642951,0.001916292,0.002784612,0.005609146,0.000114778,0.001177721,4.49131e-05,0.009910823,0.10077001,0.003004187,0.001062943,0.00246523,0.004705894,0.015774476,0.004770769,0.008034453,0.003423376,0.005284774,0.001961205,0.045981027,0.012381043,0.001816485,0.003089023,0.003682874,0.004960402,0.022835813,0.001137798,0.001641823,0.000803445,0.001931263,0.002994206,0.016093858,0.000748552,0.00363297,0.003548134,2.99421e-05,0,0,5.98841e-05,0.002405346,0.003568096,0.00421684,0.007570351,0.001791533,0.000538957,0.000204604,0.00624292,0.000154701,0.034168883,0.001028011,0.306333333,7.86,1191.333333,684,167.5,516.5,27.25,61.00041339,55.80598043,NA,1059038750
"20191028L4","L4",19,"Closing-I",0.027271774,0.07516087,0.006799223,0.069814344,0.097924789,0.006664437,0.014002806,0.014137592,0.052152339,0.05294608,0.015046152,0.006659445,0.009240354,0.00172227,0.00695897,0.012460251,0.005745893,0.039073069,0.015570321,0.013323882,0.000918544,0.022055043,0.008142095,0.01673847,0.012430298,0.015650194,0.010098993,0.000124802,0.049801065,0.015195914,0.003604287,0.002046756,0.004268235,0.005486304,6.48971e-05,0.001757215,9.48497e-05,0.009155489,0.091769545,0.002361257,0.000878607,0.001312919,0.001153172,0.001986851,0.004627665,0.012719839,0.004143433,0.000783758,0.006414832,0.024226601,0.004632657,0.001193109,0.001672349,0.0036592,0.001472666,0.022169861,0.001018386,0.000923536,0.000963473,0.001277974,0.000648971,0.013273961,0.000304517,0.011796303,0.000539145,1.99684e-05,0,4.99209e-06,0.000124802,0.001872033,0.001537563,0.001327895,0.001397785,0.000514185,0.000369414,0.000279557,0.001258006,0.000169731,0.004053575,0.000594058,0.368333333,7.92,1138,NA,NA,NA,NA,NA,NA,NA,2310688572
