"Sample","Reactor","Time","Phase","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80"
"20191028L1","L1",19,"Closing-I",11555792.6301364,75851795.2173222,139579923.276213,132440929.722413,22841171.0550791,36866767.4760052,2136289.2038959,36118614.4019971,80584081.7486565,44050828.8595452,129087767.561706,5768882.74912011,4488911.21729702,2280511.67912868,14719664.48587,3957092.75948204,18793939.0227406,82504038.1430472,13971513.2185498,9031907.44365826,90138.7308501051,32251660.9153715,1946997.09223488,138732617.3634,4443843.38755669,31954202.3989579,24716057.8130415,414638.487114306,8725435.36129656,55976190.3403676,4056245.59828658,76735155.3939271,23805655.1319045,4389758.37849248,3578510.34284791,5038758.61369604,198305.677609086,6336757.27741527,13475749.024527,14124749.2597306,59302311.8032301,9942308.31810737,7986297.65992442,12799708.0914793,4903549.70441133,22985391.723624,4912565.0770473,189292.111661019,1613484.31202899,27681623.9911661,19262660.7122312,2460788.41815373,3740759.94997682,4128355.93255902,3614566.41332808,2415718.78172549,6444923.68216788,2614024.45933458,639984.862567593,6598159.72334872,2235442.04270044,9419503.42624046,4020189.52780641,27681623.9911661,2091219.56746766,90138.7308501051,72111.0569476002,36055.5284738001,3731746.38402875,2740219.80267123,2037136.36509136,2100233.13341573,8166574.39894947,7842075.18469164,3776816.02045699,676040.933047764,2659094.09576282,694068.064943898,44366314.5078549,8040380.86230073
"20191029L1","L1",20,"Closing-I",7556826.93745369,174696068.494767,106371812.177866,78811618.2666142,22810423.5168961,42270488.8521425,21312229.1880901,14175225.4200267,139776610.23019,15294755.5198056,127272448.666181,35289890.3759163,3399749.23969979,12874595.3234212,21657966.594441,15187741.2860184,10437970.891663,108232206.500325,7655609.05355393,12891057.9107235,279882.112926816,17714915.7161899,32326428.5409807,44896445.3984142,3712558.17530281,18241753.1193673,8939776.56285707,90550.1632204479,8412939.15967965,58067385.4220646,2099119.14309434,15253596.5794424,8915080.20979621,1629903.26758238,5433013.08937009,1317094.33197936,123477.645125303,4082991.93471452,20538436.4946621,5696432.61499461,82359540.6804643,6494920.01341189,5046116.74265608,5029652.50728217,2815288.66078529,2675347.60432188,3556154.5315371,592692.696601452,814951.633791192,77683856.0491483,4749770.39435535,1778076.44173275,2436624.43175823,2288451.25760787,2164972.78844676,3086938.65602515,3819572.40909001,1308862.2142924,897271.162589133,3482067.12042612,1103065.86440496,44229665.2907018,1531121.15148214,18496940.5273049,954892.6902546,123477.645125303,8231.83751478147,8231.83751478147,123477.645125303,1415876.4480796,1193615.86281825,1646367.50295629,3037547.59797503,2798824.42541138,3490299.23811307,148173.009343202,1564049.62222996,230491.054876695,10330956.6578758,5054348.86034303
"20191030L1","L1",21,"Closing-I",7632603.49839584,197991014.53175,96232299.6401547,101740076.255643,33503304.4084187,53036801.9416234,36578711.051707,18014433.7801915,169855695.103816,15395677.4484624,154143158.978798,28573332.9688961,5908511.01918824,11975450.4439766,22702099.2216138,18200822.005077,9375332.74820052,121254935.152894,7045479.00445408,14407818.5508202,354137.813818,19235277.4926015,40101452.41929,44323148.2311765,5237512.66345816,26625574.9928971,13550431.9702047,139791.261931904,11481520.9951556,72793966.8369755,3261796.73352972,12357546.2117241,6113537.88002668,1658855.38801636,5293428.57131704,2208702.6100522,288902.58798264,4780860.486543,29868731.225118,6281287.4689592,55888544.9534763,6672702.55468312,5134998.300361,4659709.35284876,4995206.66535792,2255299.1999346,6290606.78693568,475290.81286812,894663.85252148,113380027.521754,2749228.64875568,2497603.33267896,3662531.13723012,2628075.64970556,3448184.9584152,3560016.77413296,3149963.05245608,2115507.56493152,1053094.12347752,3979391.6791422,1323358.0755072,40912240.5446672,1630897.43408692,24314359.8851036,1286078.9382454,130471.757419836,27958.327000616,9319.411244274,344818.49584152,2600117.69577612,2096868.92897856,2413729.47089064,3103366.46257368,3112685.78055016,2451006.74279656,428692.35762984,2180742.79076688,428692.35762984,9915860.65225988,4603791.579634
"20191101L1","L1",23,"Closing-I",6993305.63293685,225327651.678249,17552684.3312722,170550415.380839,12320493.1241175,39489885.0861055,33592709.655676,27359387.4543522,110511757.912999,24502144.2882188,118930031.200824,21871434.4340821,5305265.38426359,10603224.3743256,14198528.865155,32357737.4931524,3456461.06865703,42500587.3871267,6247936.45188313,12123189.7753955,365376.734169126,7643675.60565232,43662485.3725414,16376172.0952981,2806091.09594156,32635424.3374971,16836546.5756494,175381.241804898,5546414.40897581,66133136.246991,1658808.82324233,11465513.4084785,1541888.97014315,1234972.16252362,1863420.02832202,1994955.59413666,270378.987987012,3690302.23701152,34191927.5581996,2301870.93960007,11136674.4939419,2966856.625031,2089953.34031878,1870727.88467975,2433406.50541471,2272640.97632527,4318750.10280992,94997.8923977274,774597.682172376,130066705.694766,1125360.16578217,657677.8290732,1227664.30616588,1308047.80178867,1505351.15051063,4406439.99263431,2031493.41376919,1271509.98215614,643062.116357736,1958417.77450414,591910.04616588,9470557.81434181,482296.587268302,13321625.5804428,504220.156341498,51152.6550543096,21922.5455639022,21922.5455639022,189995.492364228,1724576.60614965,1015746.70688459,1066898.77707645,1483429.04359357,1088822.34614965,1410353.40432851,394606.69744392,1213050.05560655,299608.951261806,5224883.35079694,2513790.00103749
"20191104L1","L1",26,"Recycle-10%",7671652.39868124,216694880.999591,44440881.4265066,7912612.55629122,12770892.2686852,3308319.3916512,3275756.6790882,2474727.0012258,18690698.1389705,13995230.6842729,26733560.240395,2911059.51885756,13272350.2114429,807542.220375,5144826.36247338,35649088.6822018,41295372.9874329,46726747.3051045,31748138.3628539,143905354.89194,51500363.9648346,12432245.2785049,742418.10036774,83645760.8953634,2631025.41129072,1999319.22851844,9521185.75964736,924766.68048306,13624020.9815296,6043542.87290604,3829313.65682802,57127110.6425279,2051418.2635005,1015940.97054072,651243.81031008,4421945.88964344,1608571.8982374,3217145.10159354,30308888.6545879,8856916.86431208,8961114.9342762,5796070.17278346,4962477.78235806,2780811.27884304,1816970.64840312,1784407.93584012,5222975.56750584,14125478.9242874,1048502.37798498,14431564.5070234,57355047.0202315,794517.1353498,1367611.74062742,1543447.77823014,1504373.82827328,1504373.82827328,4083298.8994632,1289462.53559496,898716.51043266,3777214.62184596,983378.25797772,30302376.1120753,801029.6778624,51526414.134885,1022452.20793458,1315512.70564536,1491348.74324808,937791.76550826,267010.32766038,2533338.57872046,599144.77532802,560069.52025242,957328.08792732,2227254.30110322,4278672.56460372,631706.18277228,931279.22299566,605657.31784062,5861194.29279072,5893757.00535372
"20191105L1","L1",27,"Recycle-10%",31342543.9734296,869118940.748105,201476336.570495,51442128.6385784,59722198.8049895,12283968.9514545,7719521.57840487,26569892.1060706,87765525.766583,31102310.2387525,148656864.00459,6422258.76973039,20243727.4716296,4067963.67996517,24055441.1931873,96093641.3970923,37956987.8066456,78572566.125562,13677329.1025117,113278388.798656,2418356.77759377,24872236.5325078,42441357.2681362,130911571.222113,9609365.42254653,22133568.108678,28956216.4362034,12844517.5394608,16175763.7916645,18305838.1633899,11130845.7421676,133602194.181845,7847648.16115523,2866795.00658014,272265.220009933,9881628.39759118,11707407.346811,8552333.14145579,32399573.047427,10330066.6265775,45964791.7909188,6982804.1506434,8696475.9479366,14750374.4002396,6342180.85817138,6310148.41071048,13757407.0140707,1329295.25613539,3507418.29905215,46797603.3539697,20099587.8722421,2658590.51227078,3763668.25745961,2722652.20009933,5092963.513595,6358197.08190184,6694524.9518683,4324213.63837262,1841795.1729503,5349213.47200246,2290230.19484341,64671019.5121037,1249217.34457639,85747558.5467843,2770700.87129068,14606234.8008521,37908942.3425475,49408148.4021424,4484369.46149063,5749603.02979747,2001950.99606831,2514450.91288322,4260151.95054407,2818746.33538878,3571479.9868807,2146090.59545586,4132025.36779372,2098045.13135776,36643708.7742407,5989836.76447447
"20191106L1","L1",28,"Recycle-10%",5042408.8069238,75804636.0828387,95814195.3640932,9162272.01051971,2144182.32251629,1027859.63861206,2405359.9796673,5269886.17578748,21997877.981904,1495451.35006092,19457716.8490873,6491522.04912756,8302913.81334433,871995.170896896,2936139.943117,9886828.20869743,12667104.5299476,4052462.62702123,41236542.9571236,21328083.6948828,1124748.17890022,11003151.73845,3736522.21286538,85190172.2917999,2118906.68337664,6521010.01284106,8294489.16419665,1937768.26821844,1141598.32304389,1887216.98993912,387553.315304364,67253182.4319132,4275726.82546276,547630.107593364,33700.288287336,4722256.06819411,1765053.65635961,5863854.391238,2333746.23267048,5004496.19406263,6567348.12069822,2923502.12354717,5101384.7343508,6841162.75157075,2173670.28622979,674006.611595028,4343127.40203743,686643.585316548,446529.242731356,4802294.46433861,3715458.89829956,665581.11659904,1293249.6203369,918333.27875406,2253708.68237429,476017.206444852,1743991.1876421,1318524.41362825,547630.107593364,1760841.33178577,952033.567041396,44446497.5311131,652943.297029212,74233359.5070554,1166873.11633524,2198945.07952114,3862897.87101874,2679174.61053983,1032071.9631859,1546001.78249192,615030.684168036,678218.936168868,1137385.15262174,783532.125604716,1697653.07978494,956245.891615236,1769265.98093345,391766.485726512,15329428.9963437,2481185.20538965
"20191107L1","L1",29,"Recycle-10%",1493946.78890437,71026093.7859821,206108099.559889,17163893.4483012,2257414.80745562,640935.986243553,4882425.71183433,8440563.35599732,10382223.1221989,2549606.504247,12983669.7388643,2346957.59156519,10716829.0276732,947266.067012793,2120744.39117006,9208744.79804162,23398882.1092613,13511499.5965356,6060616.516234,18935892.6067685,212074.816417266,6979605.81529108,1842691.07835655,94561645.3682783,3025595.30624927,8280329.5952491,10806371.8117828,282765.793055922,1569351.18903608,951978.547255197,292191.696791379,78147082.4978011,13252297.1479423,348744.289452174,18851.0528703948,8812871.93316281,381734.480900949,3873893.62866769,2139595.25539033,13539776.3644913,48286998.5271846,5518649.21783548,3680669.67647069,2808808.0095896,2681563.4970395,457137.937782009,4788170.44748236,94255.3586770389,216787.29665967,3671244.71598588,2643861.76859897,942553.586770389,3374340.5389521,1484520.88516891,2789957.14536934,603234.257803023,2276265.67167589,2954904.32961062,612659.218287831,4034127.38941591,1296010.35646497,12658488.7938748,1399691.5245524,55228902.6140351,716340.386375262,273340.832571114,381734.480900949,485414.705737731,268627.409078061,3284797.75484253,1437393.25299293,1074510.57956289,1361988.85286122,1607052.91747661,2507191.35231342,937840.163277336,1993499.87861996,626797.602265692,9585765.85544952,4010564.04495325
"20191108L1","L1",30,"Recycle-10%",8722133.21401132,113020950.23566,626213358.937307,98510900.3697633,4633912.86589601,635150.689160304,13060835.7257942,29207963.1450335,18338842.7703535,2030691.3588263,15932429.9565143,9518307.89545956,14581617.4772939,1699698.09425898,5501653.36825258,16719657.5674827,14098545.5004301,35362657.7624293,9911921.70094376,19474957.7868489,357830.895030039,8650567.39310299,7755989.2602837,99441261.4130367,5644785.01006924,22758058.1735246,11137493.0983304,1672860.46379626,3560420.18080589,2057528.98928902,706716.510068634,46383855.0589173,28232873.9113144,518854.887317976,116295.085646972,8006471.42395124,948251.603256345,2415359.88431905,1833884.45608419,7943850.88303436,85897353.7103788,22382334.9280232,7165566.761569,4544454.6945164,3274155.10668418,1529727.03149121,3703551.82262255,178915.626563858,751444.700514243,2513763.33569011,6691441.85518502,2495870.98521883,5197495.94365959,1154005.57647828,3882468.16538176,796174.681448241,2880539.51071159,5787918.44237429,1064547.40509867,3381503.83804668,1932287.90745524,39003589.0441349,3238372.19623002,61779537.7776424,1359757.75921183,527800.16730942,805119.961439685,715661.790060078,2451142.79477322,5635839.73007779,2048583.70929757,2164877.72065151,2719515.51842365,5206443.01413943,3819847.62446488,4911230.86953788,2451142.79477322,3220479.84575874,14044870.2395047,7961741.44301724
"20191111L1","L1",33,"Recycle-10%",70405737.6675029,293007038.482184,535742186.870001,448417121.489347,17029094.9215099,9706271.11392015,30718228.037459,117855127.353475,31267048.3478821,20714026.7968161,43027471.4356047,25041862.0148644,22924985.9219998,3292918.71626427,5378432.74959783,26233585.6680295,28319099.7013631,85208189.2877896,9565144.9923045,67285303.9861113,69778515.3545263,38683955.1877909,3716293.93483719,101813908.990727,15429677.0795373,74733572.8855512,18722595.7958016,7024893.68086698,8984962.62235041,32176519.7578159,4014224.06155998,22423208.7008733,25449556.2036718,3967184.11853745,470418.30786948,12152439.3930386,3402682.77834888,6930810.64854789,7087614.65365503,8639992.55260509,119454545.195448,20353372.5510312,11979951.2118919,11321366.8393842,9361297.8979008,13579369.0538645,13391202.9892263,8828158.61724327,6742641.43763568,10709825.5561731,19271412.9599506,2979307.55977596,3873101.08621836,4610087.46127959,4939376.50125939,15366952.9604753,2430487.24935291,9972839.1811119,2242321.18471473,4672808.43406764,3935822.05900641,65858374.3252854,4719851.5233642,50318933.1836635,3339961.80556083,3214516.7137107,3151792.59464862,1583736.81220707,8577268.43354301,10694144.5264076,2602972.28422557,3402682.77834888,4892336.55823686,8059810.182651,3198835.68394518,6977850.59157042,4108307.09387907,5503877.84144796,26076778.5166484,5707724.93585166
"20191112L1","L1",34,"Recycle-10%",41951048.4540735,185530928.59238,47715570.2454737,335863849.595352,7441674.45717384,5131422.05209897,18382046.2743832,118533648.94668,18359832.2875281,12561990.629775,27345375.4893448,5886697.60517366,11406865.5411673,1343945.09080611,2854491.74123654,31743738.2030837,15294306.557238,28456072.6042422,198692694.639385,30766322.7814576,5420203.88121576,12928520.298955,4209544.93939996,171358427.257397,9107721.24344971,57967308.4701738,10973691.6835623,10273952.2115552,3320985.46519444,13428333.8892659,2499070.17941381,8985543.20181671,5797841.65775311,4065152.91091182,522027.577166004,11351329.4600997,5142530.15945627,2821171.87488357,4409468.59323672,5797841.65775311,9840780.58180979,13639365.65046,5142530.15945627,9774138.62124437,4587180.48807782,8841153.40118806,7008502.82742839,6986288.84057325,2599032.00633219,4931498.3982622,84113130.8972006,5586809.89655903,6708612.89095429,1766008.61319425,6975180.73321594,5286919.96008493,2543498.15312408,6542009.10347049,1088483.12804228,4409468.59323672,2621245.99318733,164472102.471602,2621245.99318733,62521169.0918986,2354678.15092567,2798957.88802843,3287665.59884147,2077004.42916619,14850026.8201352,5286919.96008493,2243608.21664998,2954455.7960144,7463888.44402898,6375405.31598669,1132911.10175256,8974437.32231888,5098102.185746,6608651.0640359,37063980.2573811,2088112.53652349
"20191113L1","L1",35,"Recycle-10%",18678424.0853295,179051778.783475,180695043.05792,374846584.676782,7485976.81783157,4509843.60726438,50347757.3817642,99298741.2275442,19664381.5527023,13876444.1193662,19481797.2429275,12178406.5636948,13867314.6295538,2428378.45241872,4445939.007402,25315382.1253254,7969826.97611766,29414409.6639784,4500715.94627611,35868783.3941995,2683996.85186825,9257048.46317767,5377121.36472477,94834543.2405176,12397507.0038949,58253677.9291954,14752851.3666389,7869404.41700587,3624308.69900337,10827278.6479483,2656608.38243119,34663723.6578025,3642565.84980399,3341301.83011678,91292.3377698066,12927002.7824187,3898186.07807761,1871494.20445789,4710686.89666388,2400989.98298166,52191863.116785,25434061.8352378,5806196.41296083,5002823.25536282,7139065.3490826,6673474.17042121,8097636.17584242,639045.99862383,3213492.63039202,3414335.91979152,3816022.49859052,2154501.07334448,2629221.74181822,849018.777835683,4692429.74586326,5340605.23429944,1113766.66709757,9786544.24170144,3898186.07807761,1652391.93543369,2939615.25131778,26858223.840659,4035124.76761472,40588599.7806757,2191017.20376981,1743685.00473313,858148.267648035,511236.798899064,12479670.583382,8389770.70571728,2364473.85255633,2720512.98229358,4025995.27780237,6865187.97000836,721209.578110917,8873620.86400337,2893969.6310801,4528102.58688908,14853273.9257507,1716296.53529607
"20191114L1","L1",36,"Recycle-10%",49148591.2654112,415345995.696375,189676418.142705,497454052.429652,15650429.8017517,6719479.07693261,102436608.040968,130335203.134196,50750492.4374764,28706633.4110557,39537184.2330201,18584886.9859162,30606233.508201,4649764.90289431,17776848.6680877,47560865.5569378,13368075.1600451,59100223.6136577,6209139.68418424,58320536.2230127,2565878.10319491,16061538.1114272,26750328.6216127,85382742.0712279,23900929.8948601,87112228.0914802,22752663.4232456,15593727.9473847,7272347.6983869,16174947.4960225,5996496.37858532,32264836.5346332,2480819.64578308,4876583.67208499,28352.2326316085,16770345.3461827,8009505.86032595,4876583.67208499,9001833.71863918,3955135.96966118,47192286.4759682,28068709.1701202,7371578.78145983,7102233.62149389,14601397.2511408,15381084.6417858,17521678.9717135,496163.929156617,6691125.31181845,6974648.7733068,5911440.75910414,2480819.64578308,4181954.73885186,1857070.86843937,6365075.45955484,10447796.2774031,1431787.09517218,18528182.2936185,9115243.10323452,1998831.18021822,4267010.35833304,35582048.2633589,7541692.85835284,38885084.5284928,2863574.19034436,3317211.72872572,1119912.70650033,439459.236858948,26381749.5406432,17521678.9717135,3558205.96150815,4635589.43930256,5401098.52842512,11808703.2166859,722982.698347293,12191457.7612472,4352065.97781422,8207970.86440246,17620910.0547864,2027184.94533238
"20191115L1","L1",37,"Recycle-10%",32491594.7853447,546695682.365825,147558748.674607,438129739.985335,21328038.8656487,10034167.314539,74539537.7368645,130603465.539013,67227483.721845,31362206.1801878,75451735.5563931,18461132.6757411,35850797.3825908,6530171.8269047,30594804.1511393,68574060.2125383,15072972.6604541,68269994.2726954,6197148.46902096,85601738.3432795,2142938.83787458,22500862.147821,36951225.6696149,45349230.7126841,24412132.9410928,78868855.8898129,26815700.141703,19561560.9627652,8426965.36120204,19185100.0277742,5342868.38566602,28538740.4674793,4618903.93372485,6602569.72214479,14479.3180397428,17027681.0308332,10063127.6326718,5951000.26535177,11250431.0739105,4010772.0540391,34373905.2604837,11916480.6897699,6356421.5184756,8398005.04306922,16506424.305362,14001501.7914708,21241163.7114342,492296.407338384,5603496.74840162,10888447.397894,5183595.33621138,2591797.66810569,3518475.64670072,2403567.20061018,4604423.77465844,10685736.771332,1259701.33647877,20661989.2497893,6544651.98597111,1563767.27632165,3301284.8610724,11438661.541406,8991656.76368857,20748864.4040039,2924823.92608138,4647861.35176572,2273254.46928835,1795435.32092443,26236528.5801501,19909064.4797153,4532025.87941836,5531098.85316153,7080388.87050871,15319120.8641233,781882.188114852,10251358.1001673,4256920.25770829,8586235.51056474,27727897.9612316,1665122.5896026
"20191118L1","L1",40,"Recycle-10%",46079505.1253313,324162627.974669,72036140.0111336,213828794.062211,18672198.9782778,6517654.92814925,113597841.655983,85931488.3295042,41085053.6724648,23604476.7005806,52493539.936451,24174384.2310944,26640523.0922458,10154692.6024614,23200363.0176601,42390656.3547882,20185039.8192278,51706031.6129779,11677896.0777441,53819865.8120074,1315965.3166561,19097037.9298637,38111178.9359308,84460093.87502,16237143.8692595,81496581.7728187,32432841.3520532,9532976.05114906,6662721.43164463,8911259.49983674,4455629.74991837,14092225.918097,290135.08242324,3098218.04679643,20723.857371311,8931984.76850213,3688846.69511066,6662721.43164463,13397975.0773207,4621421.52207914,18578941.495581,5367479.30822146,2403967.20602018,3046406.95056542,11107988.5472303,7564208.35561502,17584195.0134812,497373.241049856,4414181.28802006,12206353.0709271,7843980.80370557,2300349.16442311,3523056.99838236,2020576.71633257,3419436.88135282,4248391.59129175,1595737.76474664,11149437.0091286,8020133.13476657,2020576.71633257,1647546.78554518,50721649.8406434,4289840.05319006,52130870.5645639,1191622.00639363,1398860.16502025,621716.55131232,362667.296454696,16029905.7106329,13242545.9394926,2642293.26764489,3139664.43326227,3326179.39865597,5906301.01116962,207238.57371311,4559249.86694791,2694102.28844342,3087855.41246374,7823257.61047265,808231.516706016
"20191119L1","L1",41,"Recycle-10%",11163206.9880853,285177185.992358,55719112.6584452,165835727.56018,6687350.69403933,3489051.77578017,4722556.11219779,59710376.7766663,26722971.6519569,12176440.8819986,49234408.7431886,7894422.15770376,7312912.94555613,2484628.83945121,9119115.53653698,40820154.0764279,7947286.15465732,8837171.88804756,68759006.4010809,56573754.5614979,1533068.15152302,13365890.4304943,9612516.92139346,249361531.676618,7207184.951649,29234031.6156085,5682926.00915757,8088257.97890203,2035280.4939639,5383362.19405217,1251124.5030336,45075739.9279696,246699.81815184,881073.027253035,26432.173332063,4863527.9364425,3550728.47887093,2572734.91818955,6176327.39401405,1753336.84547448,8969332.75470787,2616789.70611153,1127774.59395768,1973605.53942594,3321648.82733508,5330496.44854579,5277632.45159223,440537.38790292,713670.078807945,5947249.49103101,33172431.736876,854641.903052655,1735714.93030569,607940.33634801,2114577.36367065,2141010.23642384,1947172.66667275,3295215.95458189,713670.078807945,1110152.67878889,740101.203008325,80838528.498204,1656418.06059894,150143802.029648,440537.38790292,2978030.2243077,3030894.22126127,4105804.81826538,7823936.24558141,3797428.29702278,898694.942421825,1277557.37578679,1806200.84242804,2343657.01520651,246699.81815184,2863489.52426337,1524257.19393862,1770958.76064327,6202760.26676724,537454.424225655
"20191121L1","L1",43,"Recycle-10%",48489559.295074,340266449.46043,112116206.012302,184329015.356222,25224239.4146887,16714397.6332855,4337602.44352273,62278301.5903265,64580663.6542555,37702795.731505,60472026.2949636,136640831.307596,26165534.9366548,18889558.2883976,27831887.4081388,30261453.4292452,7632145.68966544,58004298.577032,81371382.1328312,17134163.5565616,1971638.40100502,17210486.9502121,17477611.1829079,201539499.758074,13356252.4085541,30057928.6267777,7759347.09848237,15798539.8447224,5685947.5704238,15900300.9717759,3180060.70402726,205063008.088448,1093939.76090681,2773013.64745268,12720.2428161091,10087151.9925352,6843489.30991927,3866953.40835949,22972755.3659261,3879672.27506099,5495144.1830182,13394414.1053794,8166394.15505695,9578341.26054668,7619424.27460355,13559777.2110216,15734937.8661337,139922.569042784,4197679.61964391,15149806.288855,20097980.5914198,725054.401157502,3319983.52790609,992178.63385326,4986333.45102969,8179115.57011884,5749549.54901246,11728061.6338954,1106661.1759687,2709411.66886402,3892393.69012288,10735883.0000422,7110613.54261503,92336230.2171042,2798453.92921607,5240738.81702395,5202579.66855906,6461882.53510808,13343533.5418526,13534336.9292582,2009797.54946991,2429566.02110638,4833691.76044936,10774044.6968674,2925655.33803301,5736828.13395058,4121358.77435375,5902191.23959279,26725226.2321701,5189858.25349717
"20191122L1","L1",44,"Recycle-10%",57772024.0812812,395682986.496174,332122838.109411,187092120.430841,23058885.8700387,16443885.7708375,12293911.68169,56539512.6388916,81595380.2606278,50049326.6337868,94357333.0753994,304773565.8103,34198292.9648527,31405641.2869165,25773530.6924613,44885260.2976879,10187720.3322734,71438862.6705598,18986918.6364048,33371417.1711339,3775541.18268222,36694518.5918372,23885761.6637575,138212899.755033,17473579.3888916,37022147.3849944,10047307.992349,18160042.842686,8050329.36592614,31483648.1424301,6209361.32525586,44401614.6682289,4025163.12032574,6100151.72753682,702064.82489706,13276801.186436,6755412.43912572,6849020.66574204,20359842.4187188,4633619.71860648,37849023.1787132,21171113.7160603,14431305.7733119,10983393.3837868,13682436.8351067,16412683.028632,23277305.0654768,312028.359636798,7831907.0452134,26319581.8063312,3837946.6670931,1606944.34885482,3260695.93629246,2465022.88477908,5491695.12925608,22466030.6428607,3947156.26481214,17052342.3691182,2589833.85360084,4867640.28514728,3463513.76062782,30563164.122095,7301460.42772092,105309523.716981,3541520.61614142,7909913.900727,9298442.1794184,6349773.66518034,10733771.4461433,17848015.4206316,4352795.03875752,6084550.3564341,6209361.32525586,12231506.1972791,6864622.03684476,9204833.95280208,3697534.32716862,6178158.58305042,34011076.5116201,11467035.8879711
"20191125L1","L1",47,"Recycle-50%",10214333.3533325,392653936.095118,56839029.6062815,87114564.6757174,4926547.46632093,9952747.5133958,8831661.59730861,26320594.6480713,24346237.7223245,25299161.3127381,44631655.8726594,89767799.9706496,5842100.40271934,7710576.92953133,7087751.420594,57860464.1899246,5449720.39450432,16984443.577122,959151.40859448,59012690.4452263,3026930.60029451,10824701.9775981,18927658.9153445,6172198.48419559,4135559.63170999,19145647.5313951,4839351.77023871,3979852.94239817,2211028.99634012,10668996.5365963,952922.34210366,5667709.01055491,1251878.83605556,2889908.61383533,6228.2550893733,2491300.7874394,1924529.38705994,2989561.19458927,6035176.4977364,2192344.2934875,12985905.9318712,2771572.57853868,2889908.61383533,4471885.53136714,3599929.81885487,4366005.13243229,6010263.97670288,168162.325673616,1202052.54567859,7274598.44912024,1270563.53890819,622825.50893733,1046345.85636678,984063.929628006,1077487.44389113,3437995.31136216,429749.41392027,3705810.21778972,597911.739593886,485803.522478142,934237.639251036,1613117.25674624,2192344.2934875,3126583.18104845,1133541.552449,2204801.17815922,3132810.99922936,3319658.0277556,3026930.60029451,3799233.73205284,1152226.25530162,1388900.82251475,1961900.04107511,4446971.76202369,429749.41392027,1849790.57564945,1195824.72749769,1694085.13464755,15564402.4153928,934237.639251036
"20191126L1","L1",48,"Recycle-50%",8653546.1969204,196789275.941817,64494662.4467533,151495188.074576,3565504.32382966,4434734.62195943,14555452.8014525,40864890.2457973,19123063.2299971,17794304.0545262,27134375.0672,52220246.3593149,6073538.08587529,5265209.24533118,3476920.08289977,42326525.2278534,10187155.527976,7778778.89827405,3892157.39458564,56129013.6458309,2126015.12460121,7407834.26186279,10364324.0098357,26813258.9969606,4434734.62195943,30810609.4147872,7352468.69517436,7585001.63410322,1278930.60929907,6599505.42131868,847084.515302142,13359569.4325667,1007643.10523152,2275500.82311677,138412.807101738,3471384.19200253,3200095.57831564,1915627.96849999,4390443.05630416,3222241.36114327,17938252.7525251,3283142.81872894,2901125.29090387,4373833.16437376,4290785.92396046,3936450.06986026,4229884.46637479,382018.637444418,1771679.27050101,7656975.98310271,3089365.55455811,1361978.95933172,1478244.87398648,1467171.98257266,1926700.8599138,2148160.90742885,719744.599614222,3233314.25255709,952277.538543084,1334296.1759875,1029788.88805915,10486126.9250071,1511463.54822793,13093816.7097771,1168200.58554155,4683877.45281869,6521994.07180261,8288137.45140638,6372508.37328706,3205632.57883222,1068544.56281719,1218029.1517134,1948847.75236078,3238851.25307367,470601.768754962,1760606.37908719,1583437.89722742,1461634.98205608,15302880.1844109,1134981.91130009
"20191127L1","L1",49,"Recycle-50%",19665924.4446089,580427905.527065,82151565.8412335,324217468.24758,11634813.749158,9472592.43338562,48199531.5711562,80710084.1032988,72640363.4657177,26886200.5327331,68238695.785394,98239527.1935554,19382777.1222097,14517777.2250274,11300183.9216592,105472675.844649,26821848.0469235,17928425.403565,16821573.493129,93722027.1045819,2870093.49515935,23578517.3643946,62048049.1411861,22072683.1406503,19305554.6556901,63824160.7066195,18945182.2845119,15869163.933473,4517500.08897356,15727591.5634031,2561203.62908071,10244814.5163228,617777.149897908,3745278.00603634,167314.913749368,12304073.4041555,9086480.10078732,9794349.69791494,11235831.4358496,9897314.70811406,22008330.6548407,4105647.79495517,2702778.58140998,4980832.30583215,13758425.1228002,6988611.27082457,12986203.039863,540554.683378248,3423518.15924765,23720089.7344645,4607592.53620327,4980832.30583215,6924258.78501496,4079907.83353507,3565093.11157692,3873980.39539619,4955092.34441206,14685092.1387768,2882963.4758694,4517500.08897356,1544444.16587446,16409721.1991106,7464813.4683932,11866481.148717,1209814.33837572,6859906.29920534,8211295.58991034,11776388.7014873,14363332.2919881,11905091.0908471,3539350.56789745,4517500.08897356,5637221.98011958,15161294.3363454,630647.130607956,8327127.99856014,2947313.37941964,6409444.0630568,26770368.1240833,2303796.26810164
